role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),50,127
Athletic Finisher,16-24 ft.,Left Side Center(LC),81,212
Athletic Finisher,16-24 ft.,Left Side(L),89,256
Athletic Finisher,16-24 ft.,Right Side Center(RC),79,229
Athletic Finisher,16-24 ft.,Right Side(R),88,269
Athletic Finisher,24+ ft.,Center(C),59,171
Athletic Finisher,24+ ft.,Left Side Center(LC),151,450
Athletic Finisher,24+ ft.,Left Side(L),186,495
Athletic Finisher,24+ ft.,Right Side Center(RC),167,534
Athletic Finisher,24+ ft.,Right Side(R),174,461
Athletic Finisher,8-16 ft.,Center(C),47,164
Athletic Finisher,8-16 ft.,Left Side(L),74,204
Athletic Finisher,8-16 ft.,Right Side(R),79,259
Athletic Finisher,Back Court Shot,Back Court(BC),2,29
Athletic Finisher,Less Than 8 ft.,Center(C),1766,3184
Low Minutes,16-24 ft.,Center(C),0,1
Low Minutes,16-24 ft.,Left Side(L),0,1
Low Minutes,16-24 ft.,Right Side Center(RC),0,1
Low Minutes,24+ ft.,Center(C),0,1
Low Minutes,24+ ft.,Left Side Center(LC),1,1
Low Minutes,Less Than 8 ft.,Center(C),7,12
Movement Shooter,16-24 ft.,Center(C),133,375
Movement Shooter,16-24 ft.,Left Side Center(LC),197,473
Movement Shooter,16-24 ft.,Left Side(L),150,376
Movement Shooter,16-24 ft.,Right Side Center(RC),214,482
Movement Shooter,16-24 ft.,Right Side(R),158,380
Movement Shooter,24+ ft.,Center(C),349,946
Movement Shooter,24+ ft.,Left Side Center(LC),721,2004
Movement Shooter,24+ ft.,Left Side(L),431,1066
Movement Shooter,24+ ft.,Right Side Center(RC),720,2072
Movement Shooter,24+ ft.,Right Side(R),382,996
Movement Shooter,8-16 ft.,Center(C),194,433
Movement Shooter,8-16 ft.,Left Side(L),211,560
Movement Shooter,8-16 ft.,Right Side(R),182,471
Movement Shooter,Back Court Shot,Back Court(BC),1,43
Movement Shooter,Less Than 8 ft.,Center(C),2263,4121
Off Screen Shooter,16-24 ft.,Center(C),113,285
Off Screen Shooter,16-24 ft.,Left Side Center(LC),157,377
Off Screen Shooter,16-24 ft.,Left Side(L),113,268
Off Screen Shooter,16-24 ft.,Right Side Center(RC),163,391
Off Screen Shooter,16-24 ft.,Right Side(R),105,258
Off Screen Shooter,24+ ft.,Center(C),152,435
Off Screen Shooter,24+ ft.,Left Side Center(LC),364,961
Off Screen Shooter,24+ ft.,Left Side(L),214,462
Off Screen Shooter,24+ ft.,Right Side Center(RC),367,947
Off Screen Shooter,24+ ft.,Right Side(R),181,426
Off Screen Shooter,8-16 ft.,Center(C),135,301
Off Screen Shooter,8-16 ft.,Left Side(L),99,255
Off Screen Shooter,8-16 ft.,Right Side(R),145,319
Off Screen Shooter,Back Court Shot,Back Court(BC),4,19
Off Screen Shooter,Less Than 8 ft.,Center(C),762,1445
Post Scorer,16-24 ft.,Center(C),771,1966
Post Scorer,16-24 ft.,Left Side Center(LC),659,1690
Post Scorer,16-24 ft.,Left Side(L),452,1114
Post Scorer,16-24 ft.,Right Side Center(RC),557,1431
Post Scorer,16-24 ft.,Right Side(R),378,966
Post Scorer,24+ ft.,Center(C),105,353
Post Scorer,24+ ft.,Left Side Center(LC),90,327
Post Scorer,24+ ft.,Left Side(L),53,166
Post Scorer,24+ ft.,Right Side Center(RC),92,310
Post Scorer,24+ ft.,Right Side(R),41,136
Post Scorer,8-16 ft.,Center(C),822,2046
Post Scorer,8-16 ft.,Left Side(L),1311,3390
Post Scorer,8-16 ft.,Right Side(R),929,2286
Post Scorer,Back Court Shot,Back Court(BC),3,54
Post Scorer,Less Than 8 ft.,Center(C),14117,25081
Primary Ball Handler,16-24 ft.,Center(C),326,883
Primary Ball Handler,16-24 ft.,Left Side Center(LC),400,982
Primary Ball Handler,16-24 ft.,Left Side(L),229,540
Primary Ball Handler,16-24 ft.,Right Side Center(RC),460,1136
Primary Ball Handler,16-24 ft.,Right Side(R),197,484
Primary Ball Handler,24+ ft.,Center(C),645,1837
Primary Ball Handler,24+ ft.,Left Side Center(LC),1008,2667
Primary Ball Handler,24+ ft.,Left Side(L),360,870
Primary Ball Handler,24+ ft.,Right Side Center(RC),885,2462
Primary Ball Handler,24+ ft.,Right Side(R),299,783
Primary Ball Handler,8-16 ft.,Center(C),362,921
