role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),98,244
Athletic Finisher,16-24 ft.,Left Side Center(LC),73,213
Athletic Finisher,16-24 ft.,Left Side(L),50,124
Athletic Finisher,16-24 ft.,Right Side Center(RC),70,235
Athletic Finisher,16-24 ft.,Right Side(R),55,136
Athletic Finisher,24+ ft.,Center(C),139,447
Athletic Finisher,24+ ft.,Left Side Center(LC),218,741
Athletic Finisher,24+ ft.,Left Side(L),188,541
Athletic Finisher,24+ ft.,Right Side Center(RC),214,650
Athletic Finisher,24+ ft.,Right Side(R),169,483
Athletic Finisher,8-16 ft.,Center(C),204,561
Athletic Finisher,8-16 ft.,Left Side(L),87,244
Athletic Finisher,8-16 ft.,Right Side(R),142,320
Athletic Finisher,Back Court Shot,Back Court(BC),0,26
Athletic Finisher,Less Than 8 ft.,Center(C),2807,4812
Low Minutes,24+ ft.,Left Side Center(LC),0,2
Low Minutes,24+ ft.,Left Side(L),0,1
Low Minutes,24+ ft.,Right Side Center(RC),0,2
Low Minutes,Less Than 8 ft.,Center(C),1,3
Movement Shooter,16-24 ft.,Center(C),324,801
Movement Shooter,16-24 ft.,Left Side Center(LC),312,771
Movement Shooter,16-24 ft.,Left Side(L),153,348
Movement Shooter,16-24 ft.,Right Side Center(RC),257,690
Movement Shooter,16-24 ft.,Right Side(R),109,302
Movement Shooter,24+ ft.,Center(C),728,1989
Movement Shooter,24+ ft.,Left Side Center(LC),1381,3696
Movement Shooter,24+ ft.,Left Side(L),555,1440
Movement Shooter,24+ ft.,Right Side Center(RC),1263,3352
Movement Shooter,24+ ft.,Right Side(R),569,1323
Movement Shooter,8-16 ft.,Center(C),448,1142
Movement Shooter,8-16 ft.,Left Side(L),267,696
Movement Shooter,8-16 ft.,Right Side(R),258,691
Movement Shooter,Back Court Shot,Back Court(BC),0,39
Movement Shooter,Less Than 8 ft.,Center(C),4024,7228
Off Screen Shooter,16-24 ft.,Center(C),183,434
Off Screen Shooter,16-24 ft.,Left Side Center(LC),147,335
Off Screen Shooter,16-24 ft.,Left Side(L),60,143
Off Screen Shooter,16-24 ft.,Right Side Center(RC),149,367
Off Screen Shooter,16-24 ft.,Right Side(R),69,160
Off Screen Shooter,24+ ft.,Center(C),435,1169
Off Screen Shooter,24+ ft.,Left Side Center(LC),657,1775
Off Screen Shooter,24+ ft.,Left Side(L),314,693
Off Screen Shooter,24+ ft.,Right Side Center(RC),680,1781
Off Screen Shooter,24+ ft.,Right Side(R),290,633
Off Screen Shooter,8-16 ft.,Center(C),209,495
Off Screen Shooter,8-16 ft.,Left Side(L),100,217
Off Screen Shooter,8-16 ft.,Right Side(R),115,260
Off Screen Shooter,Back Court Shot,Back Court(BC),0,20
Off Screen Shooter,Less Than 8 ft.,Center(C),1149,1978
Post Scorer,16-24 ft.,Center(C),268,650
Post Scorer,16-24 ft.,Left Side Center(LC),232,570
Post Scorer,16-24 ft.,Left Side(L),97,248
Post Scorer,16-24 ft.,Right Side Center(RC),213,534
Post Scorer,16-24 ft.,Right Side(R),68,201
Post Scorer,24+ ft.,Center(C),260,733
Post Scorer,24+ ft.,Left Side Center(LC),107,389
Post Scorer,24+ ft.,Left Side(L),78,207
Post Scorer,24+ ft.,Right Side Center(RC),126,372
Post Scorer,24+ ft.,Right Side(R),52,137
Post Scorer,8-16 ft.,Center(C),703,1579
Post Scorer,8-16 ft.,Left Side(L),554,1369
Post Scorer,8-16 ft.,Right Side(R),400,1028
Post Scorer,Back Court Shot,Back Court(BC),1,28
Post Scorer,Less Than 8 ft.,Center(C),7897,12982
Primary Ball Handler,16-24 ft.,Center(C),471,1077
Primary Ball Handler,16-24 ft.,Left Side Center(LC),460,1132
Primary Ball Handler,16-24 ft.,Left Side(L),133,339
Primary Ball Handler,16-24 ft.,Right Side Center(RC),486,1149
Primary Ball Handler,16-24 ft.,Right Side(R),106,265
Primary Ball Handler,24+ ft.,Center(C),942,2612
Primary Ball Handler,24+ ft.,Left Side Center(LC),1289,3407
Primary Ball Handler,24+ ft.,Left Side(L),396,1002
Primary Ball Handler,24+ ft.,Right Side Center(RC),1132,3036
Primary Ball Handler,24+ ft.,Right Side(R),324,796
Primary Ball Handler,8-16 ft.,Center(C),826,1893
Primary Ball Handler,8-16 ft.,Left Side(L),365,893
Primary Ball Handler,8-16 ft.,Right Side(R),321,768
Primary Ball Handler,Back Court Shot,Back Court(BC),3,110
Primary Ball Handler,Less Than 8 ft.,Center(C),4770,8735
Roll + Cut Big,16-24 ft.,Center(C),247,620
Roll + Cut Big,16-24 ft.,Left Side Center(LC),137,329
Roll + Cut Big,16-24 ft.,Left Side(L),45,124
Roll + Cut Big,16-24 ft.,Right Side Center(RC),128,344
Roll + Cut Big,16-24 ft.,Right Side(R),40,111
Roll + Cut Big,24+ ft.,Center(C),69,247
Roll + Cut Big,24+ ft.,Left Side Center(LC),58,216
Roll + Cut Big,24+ ft.,Left Side(L),81,232
Roll + Cut Big,24+ ft.,Right Side Center(RC),57,219
Roll + Cut Big,24+ ft.,Right Side(R),59,209
Roll + Cut Big,8-16 ft.,Center(C),538,1273
Roll + Cut Big,8-16 ft.,Left Side(L),212,557
Roll + Cut Big,8-16 ft.,Right Side(R),233,576
Roll + Cut Big,Back Court Shot,Back Court(BC),0,47
Roll + Cut Big,Less Than 8 ft.,Center(C),9644,15494
Secondary Ball Handler,16-24 ft.,Center(C),453,1164
Secondary Ball Handler,16-24 ft.,Left Side Center(LC),400,1026
Secondary Ball Handler,16-24 ft.,Left Side(L),110,328
Secondary Ball Handler,16-24 ft.,Right Side Center(RC),411,1110
Secondary Ball Handler,16-24 ft.,Right Side(R),119,307
Secondary Ball Handler,24+ ft.,Center(C),885,2524
Secondary Ball Handler,24+ ft.,Left Side Center(LC),1285,3486
Secondary Ball Handler,24+ ft.,Left Side(L),489,1270
Secondary Ball Handler,24+ ft.,Right Side Center(RC),1175,3521
Secondary Ball Handler,24+ ft.,Right Side(R),448,1066
Secondary Ball Handler,8-16 ft.,Center(C),774,1965
Secondary Ball Handler,8-16 ft.,Left Side(L),369,954
Secondary Ball Handler,8-16 ft.,Right Side(R),378,1026
Secondary Ball Handler,Back Court Shot,Back Court(BC),2,133
Secondary Ball Handler,Less Than 8 ft.,Center(C),4960,9270
Shot Creator,16-24 ft.,Center(C),537,1307
Shot Creator,16-24 ft.,Left Side Center(LC),507,1323
Shot Creator,16-24 ft.,Left Side(L),192,472
Shot Creator,16-24 ft.,Right Side Center(RC),571,1423
Shot Creator,16-24 ft.,Right Side(R),199,469
Shot Creator,24+ ft.,Center(C),986,2718
Shot Creator,24+ ft.,Left Side Center(LC),1193,3482
Shot Creator,24+ ft.,Left Side(L),333,903
Shot Creator,24+ ft.,Right Side Center(RC),1054,2971
Shot Creator,24+ ft.,Right Side(R),363,899
Shot Creator,8-16 ft.,Center(C),1210,2769
Shot Creator,8-16 ft.,Left Side(L),792,1930
Shot Creator,8-16 ft.,Right Side(R),752,1863
Shot Creator,Back Court Shot,Back Court(BC),0,73
Shot Creator,Less Than 8 ft.,Center(C),7376,12653
Slasher,16-24 ft.,Center(C),215,442
Slasher,16-24 ft.,Left Side Center(LC),185,511
Slasher,16-24 ft.,Left Side(L),41,98
Slasher,16-24 ft.,Right Side Center(RC),176,472
Slasher,16-24 ft.,Right Side(R),39,93
Slasher,24+ ft.,Center(C),173,524
Slasher,24+ ft.,Left Side Center(LC),251,768
Slasher,24+ ft.,Left Side(L),126,312
Slasher,24+ ft.,Right Side Center(RC),222,719
Slasher,24+ ft.,Right Side(R),92,262
Slasher,8-16 ft.,Center(C),523,1283
Slasher,8-16 ft.,Left Side(L),227,567
Slasher,8-16 ft.,Right Side(R),263,639
Slasher,Back Court Shot,Back Court(BC),1,48
Slasher,Less Than 8 ft.,Center(C),2977,5580
Stationary Shooter,16-24 ft.,Center(C),153,390
Stationary Shooter,16-24 ft.,Left Side Center(LC),149,387
Stationary Shooter,16-24 ft.,Left Side(L),83,260
Stationary Shooter,16-24 ft.,Right Side Center(RC),171,454
Stationary Shooter,16-24 ft.,Right Side(R),68,218
Stationary Shooter,24+ ft.,Center(C),441,1290
Stationary Shooter,24+ ft.,Left Side Center(LC),760,2220
Stationary Shooter,24+ ft.,Left Side(L),544,1480
Stationary Shooter,24+ ft.,Right Side Center(RC),767,2287
Stationary Shooter,24+ ft.,Right Side(R),584,1489
Stationary Shooter,8-16 ft.,Center(C),311,779
Stationary Shooter,8-16 ft.,Left Side(L),220,529
Stationary Shooter,8-16 ft.,Right Side(R),171,428
Stationary Shooter,Back Court Shot,Back Court(BC),1,51
Stationary Shooter,Less Than 8 ft.,Center(C),2992,5443
Stretch Big,16-24 ft.,Center(C),120,285
Stretch Big,16-24 ft.,Left Side Center(LC),118,260
Stretch Big,16-24 ft.,Left Side(L),72,155
Stretch Big,16-24 ft.,Right Side Center(RC),123,303
Stretch Big,16-24 ft.,Right Side(R),75,153
Stretch Big,24+ ft.,Center(C),378,1074
Stretch Big,24+ ft.,Left Side Center(LC),423,1245
Stretch Big,24+ ft.,Left Side(L),256,718
Stretch Big,24+ ft.,Right Side Center(RC),393,1169
Stretch Big,24+ ft.,Right Side(R),276,672
Stretch Big,8-16 ft.,Center(C),229,531
Stretch Big,8-16 ft.,Left Side(L),161,396
Stretch Big,8-16 ft.,Right Side(R),202,448
Stretch Big,Back Court Shot,Back Court(BC),1,20
Stretch Big,Less Than 8 ft.,Center(C),2701,4595
Versatile Big,16-24 ft.,Center(C),175,390
Versatile Big,16-24 ft.,Left Side Center(LC),111,319
Versatile Big,16-24 ft.,Left Side(L),57,114
Versatile Big,16-24 ft.,Right Side Center(RC),114,290
Versatile Big,16-24 ft.,Right Side(R),22,83
Versatile Big,24+ ft.,Center(C),472,1185
Versatile Big,24+ ft.,Left Side Center(LC),334,1017
Versatile Big,24+ ft.,Left Side(L),114,272
Versatile Big,24+ ft.,Right Side Center(RC),290,813
Versatile Big,24+ ft.,Right Side(R),81,189
Versatile Big,8-16 ft.,Center(C),268,700
Versatile Big,8-16 ft.,Left Side(L),279,710
Versatile Big,8-16 ft.,Right Side(R),241,542
Versatile Big,Back Court Shot,Back Court(BC),0,27
Versatile Big,Less Than 8 ft.,Center(C),2204,3830
