role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Stretch Big,24+ ft.,Center(C),51,184
Stretch Big,24+ ft.,Left Side Center(LC),109,282
Stretch Big,24+ ft.,Left Side(L),21,95
Stretch Big,24+ ft.,Right Side Center(RC),105,304
Stretch Big,24+ ft.,Right Side(R),42,142
Stretch Big,8-16 ft.,Center(C),110,271
Stretch Big,8-16 ft.,Left Side(L),181,471
Stretch Big,8-16 ft.,Right Side(R),214,530
Stretch Big,Back Court Shot,Back Court(BC),0,2
Stretch Big,Less Than 8 ft.,Center(C),2158,3625
