role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),399,1029
Athletic Finisher,16-24 ft.,Left Side Center(LC),395,1153
Athletic Finisher,16-24 ft.,Left Side(L),471,1252
Athletic Finisher,16-24 ft.,Right Side Center(RC),415,1253
Athletic Finisher,16-24 ft.,Right Side(R),474,1150
Athletic Finisher,24+ ft.,Center(C),153,485
Athletic Finisher,24+ ft.,Left Side Center(LC),316,1012
Athletic Finisher,24+ ft.,Left Side(L),277,778
Athletic Finisher,24+ ft.,Right Side Center(RC),319,970
Athletic Finisher,24+ ft.,Right Side(R),254,674
Athletic Finisher,8-16 ft.,Center(C),339,912
Athletic Finisher,8-16 ft.,Left Side(L),446,1235
Athletic Finisher,8-16 ft.,Right Side(R),481,1233
Athletic Finisher,Back Court Shot,Back Court(BC),3,75
Athletic Finisher,Less Than 8 ft.,Center(C),7800,13691
Low Minute,16-24 ft.,Right Side Center(RC),2,4
Movement Shooter,16-24 ft.,Center(C),104,264
Movement Shooter,16-24 ft.,Left Side Center(LC),139,357
Movement Shooter,16-24 ft.,Left Side(L),202,514
Movement Shooter,16-24 ft.,Right Side Center(RC),169,451
Movement Shooter,16-24 ft.,Right Side(R),192,475
Movement Shooter,24+ ft.,Center(C),248,714
Movement Shooter,24+ ft.,Left Side Center(LC),378,1035
Movement Shooter,24+ ft.,Left Side(L),259,615
Movement Shooter,24+ ft.,Right Side Center(RC),427,1166
Movement Shooter,24+ ft.,Right Side(R),248,641
Movement Shooter,8-16 ft.,Center(C),84,227
Movement Shooter,8-16 ft.,Left Side(L),148,397
Movement Shooter,8-16 ft.,Right Side(R),161,426
Movement Shooter,Back Court Shot,Back Court(BC),1,20
Movement Shooter,Less Than 8 ft.,Center(C),2161,3882
Off Screen Shooter,16-24 ft.,Center(C),141,359
Off Screen Shooter,16-24 ft.,Left Side Center(LC),162,418
Off Screen Shooter,16-24 ft.,Left Side(L),236,500
Off Screen Shooter,16-24 ft.,Right Side Center(RC),200,465
Off Screen Shooter,16-24 ft.,Right Side(R),157,380
Off Screen Shooter,24+ ft.,Center(C),192,503
Off Screen Shooter,24+ ft.,Left Side Center(LC),345,941
Off Screen Shooter,24+ ft.,Left Side(L),202,558
Off Screen Shooter,24+ ft.,Right Side Center(RC),369,1039
Off Screen Shooter,24+ ft.,Right Side(R),150,430
Off Screen Shooter,8-16 ft.,Center(C),90,226
Off Screen Shooter,8-16 ft.,Left Side(L),112,311
Off Screen Shooter,8-16 ft.,Right Side(R),132,299
Off Screen Shooter,Back Court Shot,Back Court(BC),2,14
Off Screen Shooter,Less Than 8 ft.,Center(C),845,1468
Post Scorer,16-24 ft.,Center(C),712,1723
Post Scorer,16-24 ft.,Left Side Center(LC),714,1786
Post Scorer,16-24 ft.,Left Side(L),747,1835
Post Scorer,16-24 ft.,Right Side Center(RC),704,1711
Post Scorer,16-24 ft.,Right Side(R),628,1496
Post Scorer,24+ ft.,Center(C),205,607
Post Scorer,24+ ft.,Left Side Center(LC),211,645
Post Scorer,24+ ft.,Left Side(L),70,183
Post Scorer,24+ ft.,Right Side Center(RC),168,543
Post Scorer,24+ ft.,Right Side(R),46,148
Post Scorer,8-16 ft.,Center(C),1056,2541
Post Scorer,8-16 ft.,Left Side(L),1689,4294
Post Scorer,8-16 ft.,Right Side(R),1557,3814
Post Scorer,Back Court Shot,Back Court(BC),2,75
Post Scorer,Less Than 8 ft.,Center(C),16625,28098
Primary Ball Handler,16-24 ft.,Center(C),272,700
Primary Ball Handler,16-24 ft.,Left Side Center(LC),379,942
Primary Ball Handler,16-24 ft.,Left Side(L),234,536
Primary Ball Handler,16-24 ft.,Right Side Center(RC),437,1045
Primary Ball Handler,16-24 ft.,Right Side(R),206,484
Primary Ball Handler,24+ ft.,Center(C),370,959
Primary Ball Handler,24+ ft.,Left Side Center(LC),565,1609
Primary Ball Handler,24+ ft.,Left Side(L),257,572
Primary Ball Handler,24+ ft.,Right Side Center(RC),565,1571
Primary Ball Handler,24+ ft.,Right Side(R),172,437
Primary Ball Handler,8-16 ft.,Center(C),274,698
Primary Ball Handler,8-16 ft.,Left Side(L),298,715
Primary Ball Handler,8-16 ft.,Right Side(R),312,776
Primary Ball Handler,Back Court Shot,Back Court(BC),3,70
Primary Ball Handler,Less Than 8 ft.,Center(C),2840,5474
Roll + Cut Big,16-24 ft.,Center(C),39,84
Roll + Cut Big,16-24 ft.,Left Side Center(LC),19,68
Roll + Cut Big,16-24 ft.,Left Side(L),23,72
Roll + Cut Big,16-24 ft.,Right Side Center(RC),18,57
Roll + Cut Big,16-24 ft.,Right Side(R),27,61
Roll + Cut Big,24+ ft.,Center(C),0,5
Roll + Cut Big,24+ ft.,Left Side Center(LC),2,6
Roll + Cut Big,24+ ft.,Left Side(L),0,1
Roll + Cut Big,24+ ft.,Right Side Center(RC),0,4
Roll + Cut Big,24+ ft.,Right Side(R),0,1
Roll + Cut Big,8-16 ft.,Center(C),40,105
Roll + Cut Big,8-16 ft.,Left Side(L),38,158
Roll + Cut Big,8-16 ft.,Right Side(R),51,172
Roll + Cut Big,Back Court Shot,Back Court(BC),0,11
Roll + Cut Big,Less Than 8 ft.,Center(C),1758,2871
Secondary Ball Handler,16-24 ft.,Center(C),374,993
Secondary Ball Handler,16-24 ft.,Left Side Center(LC),578,1415
Secondary Ball Handler,16-24 ft.,Left Side(L),510,1246
Secondary Ball Handler,16-24 ft.,Right Side Center(RC),609,1584
Secondary Ball Handler,16-24 ft.,Right Side(R),414,991
Secondary Ball Handler,24+ ft.,Center(C),390,1274
Secondary Ball Handler,24+ ft.,Left Side Center(LC),907,2711
Secondary Ball Handler,24+ ft.,Left Side(L),562,1365
Secondary Ball Handler,24+ ft.,Right Side Center(RC),897,2560
Secondary Ball Handler,24+ ft.,Right Side(R),500,1211
Secondary Ball Handler,8-16 ft.,Center(C),390,932
Secondary Ball Handler,8-16 ft.,Left Side(L),448,1151
Secondary Ball Handler,8-16 ft.,Right Side(R),477,1198
Secondary Ball Handler,Back Court Shot,Back Court(BC),4,119
Secondary Ball Handler,Less Than 8 ft.,Center(C),4087,7387
Shot Creator,16-24 ft.,Center(C),959,2341
Shot Creator,16-24 ft.,Left Side Center(LC),1153,2974
Shot Creator,16-24 ft.,Left Side(L),1037,2421
Shot Creator,16-24 ft.,Right Side Center(RC),1347,3279
Shot Creator,16-24 ft.,Right Side(R),932,2359
Shot Creator,24+ ft.,Center(C),714,2157
Shot Creator,24+ ft.,Left Side Center(LC),1140,3548
Shot Creator,24+ ft.,Left Side(L),476,1286
Shot Creator,24+ ft.,Right Side Center(RC),1304,3634
Shot Creator,24+ ft.,Right Side(R),433,1100
Shot Creator,8-16 ft.,Center(C),1025,2362
Shot Creator,8-16 ft.,Left Side(L),1128,2807
Shot Creator,8-16 ft.,Right Side(R),1226,3097
Shot Creator,Back Court Shot,Back Court(BC),4,200
Shot Creator,Less Than 8 ft.,Center(C),11111,20056
Stationary Shooter,16-24 ft.,Center(C),184,444
Stationary Shooter,16-24 ft.,Left Side Center(LC),237,635
Stationary Shooter,16-24 ft.,Left Side(L),326,819
Stationary Shooter,16-24 ft.,Right Side Center(RC),270,765
Stationary Shooter,16-24 ft.,Right Side(R),340,814
Stationary Shooter,24+ ft.,Center(C),266,800
Stationary Shooter,24+ ft.,Left Side Center(LC),683,1928
Stationary Shooter,24+ ft.,Left Side(L),557,1436
Stationary Shooter,24+ ft.,Right Side Center(RC),811,2243
Stationary Shooter,24+ ft.,Right Side(R),571,1431
Stationary Shooter,8-16 ft.,Center(C),95,295
Stationary Shooter,8-16 ft.,Left Side(L),184,492
Stationary Shooter,8-16 ft.,Right Side(R),234,590
Stationary Shooter,Back Court Shot,Back Court(BC),0,40
Stationary Shooter,Less Than 8 ft.,Center(C),2315,4156
Stretch Big,16-24 ft.,Center(C),229,553
Stretch Big,16-24 ft.,Left Side Center(LC),214,559
Stretch Big,16-24 ft.,Left Side(L),287,638
Stretch Big,16-24 ft.,Right Side Center(RC),237,570
Stretch Big,16-24 ft.,Right Side(R),229,499
