role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),64,191
Athletic Finisher,16-24 ft.,Left Side Center(LC),52,172
Athletic Finisher,16-24 ft.,Left Side(L),47,141
Athletic Finisher,16-24 ft.,Right Side Center(RC),67,219
Athletic Finisher,16-24 ft.,Right Side(R),49,123
Athletic Finisher,24+ ft.,Center(C),452,1344
Athletic Finisher,24+ ft.,Left Side Center(LC),977,2891
Athletic Finisher,24+ ft.,Left Side(L),882,2421
Athletic Finisher,24+ ft.,Right Side Center(RC),896,2708
Athletic Finisher,24+ ft.,Right Side(R),760,2254
Athletic Finisher,8-16 ft.,Center(C),500,1256
Athletic Finisher,8-16 ft.,Left Side(L),231,575
Athletic Finisher,8-16 ft.,Right Side(R),263,653
Athletic Finisher,Back Court Shot,Back Court(BC),1,65
Athletic Finisher,Less Than 8 ft.,Center(C),7553,12873
Low Minute,16-24 ft.,Center(C),4,13
Low Minute,16-24 ft.,Left Side Center(LC),3,9
Low Minute,16-24 ft.,Left Side(L),2,10
Low Minute,16-24 ft.,Right Side Center(RC),8,14
Low Minute,16-24 ft.,Right Side(R),2,6
Low Minute,24+ ft.,Center(C),24,86
Low Minute,24+ ft.,Left Side Center(LC),44,162
Low Minute,24+ ft.,Left Side(L),26,85
Low Minute,24+ ft.,Right Side Center(RC),44,153
Low Minute,24+ ft.,Right Side(R),16,59
Low Minute,8-16 ft.,Center(C),21,53
Low Minute,8-16 ft.,Left Side(L),9,30
Low Minute,8-16 ft.,Right Side(R),4,23
Low Minute,Back Court Shot,Back Court(BC),0,2
Low Minute,Less Than 8 ft.,Center(C),384,676
Movement Shooter,16-24 ft.,Center(C),147,354
Movement Shooter,16-24 ft.,Left Side Center(LC),123,317
Movement Shooter,16-24 ft.,Left Side(L),63,160
Movement Shooter,16-24 ft.,Right Side Center(RC),126,344
Movement Shooter,16-24 ft.,Right Side(R),56,150
Movement Shooter,24+ ft.,Center(C),868,2394
Movement Shooter,24+ ft.,Left Side Center(LC),1849,5068
Movement Shooter,24+ ft.,Left Side(L),1112,2751
Movement Shooter,24+ ft.,Right Side Center(RC),1771,4776
Movement Shooter,24+ ft.,Right Side(R),998,2408
Movement Shooter,8-16 ft.,Center(C),562,1261
Movement Shooter,8-16 ft.,Left Side(L),255,623
Movement Shooter,8-16 ft.,Right Side(R),260,639
Movement Shooter,Back Court Shot,Back Court(BC),4,64
Movement Shooter,Less Than 8 ft.,Center(C),4476,7833
Off Screen Shooter,16-24 ft.,Center(C),67,128
Off Screen Shooter,16-24 ft.,Left Side Center(LC),36,95
Off Screen Shooter,16-24 ft.,Left Side(L),49,94
Off Screen Shooter,16-24 ft.,Right Side Center(RC),62,142
Off Screen Shooter,16-24 ft.,Right Side(R),35,70
Off Screen Shooter,24+ ft.,Center(C),320,867
Off Screen Shooter,24+ ft.,Left Side Center(LC),615,1621
Off Screen Shooter,24+ ft.,Left Side(L),267,661
Off Screen Shooter,24+ ft.,Right Side Center(RC),589,1518
Off Screen Shooter,24+ ft.,Right Side(R),245,553
Off Screen Shooter,8-16 ft.,Center(C),171,388
Off Screen Shooter,8-16 ft.,Left Side(L),94,212
Off Screen Shooter,8-16 ft.,Right Side(R),117,238
Off Screen Shooter,Back Court Shot,Back Court(BC),0,18
Off Screen Shooter,Less Than 8 ft.,Center(C),1199,2052
Post Scorer,16-24 ft.,Center(C),108,245
Post Scorer,16-24 ft.,Left Side Center(LC),53,126
Post Scorer,16-24 ft.,Left Side(L),24,77
Post Scorer,16-24 ft.,Right Side Center(RC),52,117
Post Scorer,16-24 ft.,Right Side(R),20,42
Post Scorer,24+ ft.,Center(C),180,541
Post Scorer,24+ ft.,Left Side Center(LC),121,345
Post Scorer,24+ ft.,Left Side(L),37,129
Post Scorer,24+ ft.,Right Side Center(RC),87,277
Post Scorer,24+ ft.,Right Side(R),32,95
Post Scorer,8-16 ft.,Center(C),422,906
Post Scorer,8-16 ft.,Left Side(L),222,433
Post Scorer,8-16 ft.,Right Side(R),170,342
Post Scorer,Back Court Shot,Back Court(BC),0,12
Post Scorer,Less Than 8 ft.,Center(C),3850,6117
Primary Ball Handler,16-24 ft.,Center(C),254,615
Primary Ball Handler,16-24 ft.,Left Side Center(LC),235,595
Primary Ball Handler,16-24 ft.,Left Side(L),79,189
Primary Ball Handler,16-24 ft.,Right Side Center(RC),304,788
Primary Ball Handler,16-24 ft.,Right Side(R),99,219
Primary Ball Handler,24+ ft.,Center(C),1216,3244
Primary Ball Handler,24+ ft.,Left Side Center(LC),1896,5236
Primary Ball Handler,24+ ft.,Left Side(L),648,1616
Primary Ball Handler,24+ ft.,Right Side Center(RC),1727,4536
Primary Ball Handler,24+ ft.,Right Side(R),601,1500
Primary Ball Handler,8-16 ft.,Center(C),1184,2528
Primary Ball Handler,8-16 ft.,Left Side(L),503,1182
Primary Ball Handler,8-16 ft.,Right Side(R),594,1391
Primary Ball Handler,Back Court Shot,Back Court(BC),1,100
Primary Ball Handler,Less Than 8 ft.,Center(C),6190,11074
Roll + Cut Big,16-24 ft.,Center(C),27,75
Roll + Cut Big,16-24 ft.,Left Side Center(LC),15,39
Roll + Cut Big,16-24 ft.,Left Side(L),5,20
Roll + Cut Big,16-24 ft.,Right Side Center(RC),14,53
Roll + Cut Big,16-24 ft.,Right Side(R),6,19
Roll + Cut Big,24+ ft.,Center(C),54,184
Roll + Cut Big,24+ ft.,Left Side Center(LC),38,149
Roll + Cut Big,24+ ft.,Left Side(L),47,164
Roll + Cut Big,24+ ft.,Right Side Center(RC),46,158
Roll + Cut Big,24+ ft.,Right Side(R),69,207
