role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Post Scorer,16-24 ft.,Right Side Center(RC),295,739
Post Scorer,16-24 ft.,Right Side(R),209,507
Post Scorer,24+ ft.,Center(C),265,718
Post Scorer,24+ ft.,Left Side Center(LC),157,496
Post Scorer,24+ ft.,Left Side(L),91,226
Post Scorer,24+ ft.,Right Side Center(RC),143,452
Post Scorer,24+ ft.,Right Side(R),46,164
Post Scorer,8-16 ft.,Center(C),619,1410
Post Scorer,8-16 ft.,Left Side(L),793,1986
Post Scorer,8-16 ft.,Right Side(R),587,1453
Post Scorer,Back Court Shot,Back Court(BC),3,37
Post Scorer,Less Than 8 ft.,Center(C),9227,15653
Primary Ball Handler,16-24 ft.,Center(C),333,781
Primary Ball Handler,16-24 ft.,Left Side Center(LC),388,950
Primary Ball Handler,16-24 ft.,Left Side(L),180,430
Primary Ball Handler,16-24 ft.,Right Side Center(RC),431,1075
Primary Ball Handler,16-24 ft.,Right Side(R),153,429
Primary Ball Handler,24+ ft.,Center(C),771,2105
Primary Ball Handler,24+ ft.,Left Side Center(LC),1031,2772
Primary Ball Handler,24+ ft.,Left Side(L),300,789
Primary Ball Handler,24+ ft.,Right Side Center(RC),1079,2910
Primary Ball Handler,24+ ft.,Right Side(R),327,801
Primary Ball Handler,8-16 ft.,Center(C),482,1097
Primary Ball Handler,8-16 ft.,Left Side(L),295,748
Primary Ball Handler,8-16 ft.,Right Side(R),385,941
Primary Ball Handler,Back Court Shot,Back Court(BC),4,105
Primary Ball Handler,Less Than 8 ft.,Center(C),4231,8056
Roll + Cut Big,16-24 ft.,Center(C),247,589
Roll + Cut Big,16-24 ft.,Left Side Center(LC),188,506
Roll + Cut Big,16-24 ft.,Left Side(L),101,297
Roll + Cut Big,16-24 ft.,Right Side Center(RC),161,481
Roll + Cut Big,16-24 ft.,Right Side(R),115,310
Roll + Cut Big,24+ ft.,Center(C),106,352
Roll + Cut Big,24+ ft.,Left Side Center(LC),81,266
Roll + Cut Big,24+ ft.,Left Side(L),75,226
Roll + Cut Big,24+ ft.,Right Side Center(RC),94,288
Roll + Cut Big,24+ ft.,Right Side(R),60,184
Roll + Cut Big,8-16 ft.,Center(C),343,862
Roll + Cut Big,8-16 ft.,Left Side(L),257,690
Roll + Cut Big,8-16 ft.,Right Side(R),261,651
Roll + Cut Big,Back Court Shot,Back Court(BC),1,34
Roll + Cut Big,Less Than 8 ft.,Center(C),9987,16435
Secondary Ball Handler,16-24 ft.,Center(C),297,814
Secondary Ball Handler,16-24 ft.,Left Side Center(LC),417,1019
Secondary Ball Handler,16-24 ft.,Left Side(L),245,660
Secondary Ball Handler,16-24 ft.,Right Side Center(RC),399,1041
Secondary Ball Handler,16-24 ft.,Right Side(R),226,589
Secondary Ball Handler,24+ ft.,Center(C),778,2107
Secondary Ball Handler,24+ ft.,Left Side Center(LC),1287,3724
Secondary Ball Handler,24+ ft.,Left Side(L),517,1385
Secondary Ball Handler,24+ ft.,Right Side Center(RC),1169,3370
Secondary Ball Handler,24+ ft.,Right Side(R),468,1210
Secondary Ball Handler,8-16 ft.,Center(C),527,1218
Secondary Ball Handler,8-16 ft.,Left Side(L),455,1181
Secondary Ball Handler,8-16 ft.,Right Side(R),407,1056
Secondary Ball Handler,Back Court Shot,Back Court(BC),2,120
Secondary Ball Handler,Less Than 8 ft.,Center(C),4606,8836
Shot Creator,16-24 ft.,Center(C),570,1380
Shot Creator,16-24 ft.,Left Side Center(LC),640,1544
Shot Creator,16-24 ft.,Left Side(L),412,1014
Shot Creator,16-24 ft.,Right Side Center(RC),762,1831
Shot Creator,16-24 ft.,Right Side(R),431,1069
Shot Creator,24+ ft.,Center(C),882,2554
Shot Creator,24+ ft.,Left Side Center(LC),1237,3533
Shot Creator,24+ ft.,Left Side(L),392,1017
Shot Creator,24+ ft.,Right Side Center(RC),1181,3338
Shot Creator,24+ ft.,Right Side(R),418,1014
Shot Creator,8-16 ft.,Center(C),939,2075
Shot Creator,8-16 ft.,Left Side(L),893,2178
Shot Creator,8-16 ft.,Right Side(R),915,2195
Shot Creator,Back Court Shot,Back Court(BC),4,97
Shot Creator,Less Than 8 ft.,Center(C),7687,13558
Slasher,16-24 ft.,Center(C),189,486
Slasher,16-24 ft.,Left Side Center(LC),237,574
Slasher,16-24 ft.,Left Side(L),155,335
Slasher,16-24 ft.,Right Side Center(RC),260,612
Slasher,16-24 ft.,Right Side(R),111,312
Slasher,24+ ft.,Center(C),165,514
Slasher,24+ ft.,Left Side Center(LC),205,627
Slasher,24+ ft.,Left Side(L),109,285
Slasher,24+ ft.,Right Side Center(RC),198,640
Slasher,24+ ft.,Right Side(R),110,292
Slasher,8-16 ft.,Center(C),373,881
Slasher,8-16 ft.,Left Side(L),330,720
Slasher,8-16 ft.,Right Side(R),259,724
Slasher,Back Court Shot,Back Court(BC),0,39
Slasher,Less Than 8 ft.,Center(C),2893,5525
Stationary Shooter,16-24 ft.,Center(C),54,163
Stationary Shooter,16-24 ft.,Left Side Center(LC),66,231
Stationary Shooter,16-24 ft.,Left Side(L),74,209
Stationary Shooter,16-24 ft.,Right Side Center(RC),122,334
Stationary Shooter,16-24 ft.,Right Side(R),85,217
Stationary Shooter,24+ ft.,Center(C),277,810
Stationary Shooter,24+ ft.,Left Side Center(LC),553,1682
Stationary Shooter,24+ ft.,Left Side(L),450,1283
Stationary Shooter,24+ ft.,Right Side Center(RC),549,1703
Stationary Shooter,24+ ft.,Right Side(R),504,1371
Stationary Shooter,8-16 ft.,Center(C),112,313
Stationary Shooter,8-16 ft.,Left Side(L),105,340
Stationary Shooter,8-16 ft.,Right Side(R),123,333
Stationary Shooter,Back Court Shot,Back Court(BC),1,48
Stationary Shooter,Less Than 8 ft.,Center(C),2435,4451
Stretch Big,16-24 ft.,Center(C),102,282
Stretch Big,16-24 ft.,Left Side Center(LC),115,254
Stretch Big,16-24 ft.,Left Side(L),98,263
Stretch Big,16-24 ft.,Right Side Center(RC),99,284
Stretch Big,16-24 ft.,Right Side(R),107,236
Stretch Big,24+ ft.,Center(C),464,1386
Stretch Big,24+ ft.,Left Side Center(LC),458,1392
Stretch Big,24+ ft.,Left Side(L),266,647
Stretch Big,24+ ft.,Right Side Center(RC),512,1410
Stretch Big,24+ ft.,Right Side(R),222,586
Stretch Big,8-16 ft.,Center(C),184,439
Stretch Big,8-16 ft.,Left Side(L),213,502
Stretch Big,8-16 ft.,Right Side(R),176,512
Stretch Big,Back Court Shot,Back Court(BC),0,20
Stretch Big,Less Than 8 ft.,Center(C),2936,5154
Versatile Big,16-24 ft.,Center(C),123,306
Versatile Big,16-24 ft.,Left Side Center(LC),126,305
Versatile Big,16-24 ft.,Left Side(L),123,229
Versatile Big,16-24 ft.,Right Side Center(RC),99,253
Versatile Big,16-24 ft.,Right Side(R),55,157
Versatile Big,24+ ft.,Center(C),335,875
Versatile Big,24+ ft.,Left Side Center(LC),294,817
Versatile Big,24+ ft.,Left Side(L),70,197
Versatile Big,24+ ft.,Right Side Center(RC),258,721
Versatile Big,24+ ft.,Right Side(R),65,178
Versatile Big,8-16 ft.,Center(C),155,398
Versatile Big,8-16 ft.,Left Side(L),255,582
Versatile Big,8-16 ft.,Right Side(R),172,390
Versatile Big,Back Court Shot,Back Court(BC),0,10
Versatile Big,Less Than 8 ft.,Center(C),1969,3563
