role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),377,1022
Athletic Finisher,16-24 ft.,Left Side Center(LC),442,1197
Athletic Finisher,16-24 ft.,Left Side(L),469,1280
Athletic Finisher,16-24 ft.,Right Side Center(RC),508,1409
Athletic Finisher,16-24 ft.,Right Side(R),477,1216
Athletic Finisher,24+ ft.,Center(C),184,530
Athletic Finisher,24+ ft.,Left Side Center(LC),451,1298
Athletic Finisher,24+ ft.,Left Side(L),279,781
Athletic Finisher,24+ ft.,Right Side Center(RC),437,1248
Athletic Finisher,24+ ft.,Right Side(R),345,840
Athletic Finisher,8-16 ft.,Center(C),348,856
Athletic Finisher,8-16 ft.,Left Side(L),471,1232
Athletic Finisher,8-16 ft.,Right Side(R),440,1212
Athletic Finisher,Back Court Shot,Back Court(BC),1,80
Athletic Finisher,Less Than 8 ft.,Center(C),8487,14708
Movement Shooter,16-24 ft.,Center(C),145,362
Movement Shooter,16-24 ft.,Left Side Center(LC),178,469
Movement Shooter,16-24 ft.,Left Side(L),246,627
Movement Shooter,16-24 ft.,Right Side Center(RC),232,577
Movement Shooter,16-24 ft.,Right Side(R),301,655
Movement Shooter,24+ ft.,Center(C),176,566
Movement Shooter,24+ ft.,Left Side Center(LC),350,1052
Movement Shooter,24+ ft.,Left Side(L),342,842
Movement Shooter,24+ ft.,Right Side Center(RC),459,1340
Movement Shooter,24+ ft.,Right Side(R),276,761
Movement Shooter,8-16 ft.,Center(C),120,297
Movement Shooter,8-16 ft.,Left Side(L),158,540
Movement Shooter,8-16 ft.,Right Side(R),262,678
Movement Shooter,Back Court Shot,Back Court(BC),0,32
Movement Shooter,Less Than 8 ft.,Center(C),2649,4635
Off Screen Shooter,16-24 ft.,Center(C),174,412
Off Screen Shooter,16-24 ft.,Left Side Center(LC),213,537
Off Screen Shooter,16-24 ft.,Left Side(L),258,595
Off Screen Shooter,16-24 ft.,Right Side Center(RC),274,652
Off Screen Shooter,16-24 ft.,Right Side(R),247,569
Off Screen Shooter,24+ ft.,Center(C),139,442
Off Screen Shooter,24+ ft.,Left Side Center(LC),410,1126
Off Screen Shooter,24+ ft.,Left Side(L),311,728
Off Screen Shooter,24+ ft.,Right Side Center(RC),437,1192
Off Screen Shooter,24+ ft.,Right Side(R),240,610
Off Screen Shooter,8-16 ft.,Center(C),136,308
Off Screen Shooter,8-16 ft.,Left Side(L),121,360
Off Screen Shooter,8-16 ft.,Right Side(R),150,386
Off Screen Shooter,Back Court Shot,Back Court(BC),5,25
Off Screen Shooter,Less Than 8 ft.,Center(C),1189,2159
Post Scorer,16-24 ft.,Center(C),760,1805
Post Scorer,16-24 ft.,Left Side Center(LC),769,1761
Post Scorer,16-24 ft.,Left Side(L),612,1533
Post Scorer,16-24 ft.,Right Side Center(RC),772,1868
Post Scorer,16-24 ft.,Right Side(R),670,1513
