role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),29,92
Athletic Finisher,16-24 ft.,Left Side Center(LC),42,89
Athletic Finisher,16-24 ft.,Left Side(L),22,52
Athletic Finisher,16-24 ft.,Right Side Center(RC),30,97
Athletic Finisher,16-24 ft.,Right Side(R),21,66
Athletic Finisher,24+ ft.,Center(C),93,295
Athletic Finisher,24+ ft.,Left Side Center(LC),222,725
Athletic Finisher,24+ ft.,Left Side(L),277,799
Athletic Finisher,24+ ft.,Right Side Center(RC),244,742
Athletic Finisher,24+ ft.,Right Side(R),267,766
Athletic Finisher,8-16 ft.,Center(C),164,425
Athletic Finisher,8-16 ft.,Left Side(L),61,189
Athletic Finisher,8-16 ft.,Right Side(R),83,226
Athletic Finisher,Back Court Shot,Back Court(BC),1,28
Athletic Finisher,Less Than 8 ft.,Center(C),2366,4045
Low Minute,24+ ft.,Center(C),0,3
Low Minute,24+ ft.,Left Side Center(LC),0,3
Low Minute,24+ ft.,Left Side(L),0,4
Low Minute,24+ ft.,Right Side Center(RC),0,2
Low Minute,24+ ft.,Right Side(R),1,3
Low Minute,8-16 ft.,Center(C),0,3
Low Minute,8-16 ft.,Left Side(L),0,1
Low Minute,8-16 ft.,Right Side(R),0,1
Low Minute,Less Than 8 ft.,Center(C),3,4
Movement Shooter,16-24 ft.,Center(C),178,454
Movement Shooter,16-24 ft.,Left Side Center(LC),161,382
Movement Shooter,16-24 ft.,Left Side(L),92,216
Movement Shooter,16-24 ft.,Right Side Center(RC),155,395
Movement Shooter,16-24 ft.,Right Side(R),73,186
Movement Shooter,24+ ft.,Center(C),957,2707
Movement Shooter,24+ ft.,Left Side Center(LC),1591,4539
Movement Shooter,24+ ft.,Left Side(L),899,2189
Movement Shooter,24+ ft.,Right Side Center(RC),1448,3851
Movement Shooter,24+ ft.,Right Side(R),685,1753
Movement Shooter,8-16 ft.,Center(C),493,1211
Movement Shooter,8-16 ft.,Left Side(L),244,613
Movement Shooter,8-16 ft.,Right Side(R),237,612
Movement Shooter,Back Court Shot,Back Court(BC),5,57
Movement Shooter,Less Than 8 ft.,Center(C),3268,5877
Off Screen Shooter,16-24 ft.,Center(C),39,106
Off Screen Shooter,16-24 ft.,Left Side Center(LC),33,71
