role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Shot Creator,24+ ft.,Left Side Center(LC),1055,2881
Shot Creator,24+ ft.,Left Side(L),258,616
Shot Creator,24+ ft.,Right Side Center(RC),913,2638
Shot Creator,24+ ft.,Right Side(R),214,610
Shot Creator,8-16 ft.,Center(C),892,2045
Shot Creator,8-16 ft.,Left Side(L),489,1183
Shot Creator,8-16 ft.,Right Side(R),503,1210
Shot Creator,Back Court Shot,Back Court(BC),4,55
Shot Creator,Less Than 8 ft.,Center(C),6206,10611
Slasher,16-24 ft.,Center(C),100,248
Slasher,16-24 ft.,Left Side Center(LC),102,255
Slasher,16-24 ft.,Left Side(L),30,74
Slasher,16-24 ft.,Right Side Center(RC),124,281
Slasher,16-24 ft.,Right Side(R),21,68
Slasher,24+ ft.,Center(C),142,384
Slasher,24+ ft.,Left Side Center(LC),212,635
Slasher,24+ ft.,Left Side(L),96,266
Slasher,24+ ft.,Right Side Center(RC),174,592
Slasher,24+ ft.,Right Side(R),78,192
Slasher,8-16 ft.,Center(C),487,1040
Slasher,8-16 ft.,Left Side(L),232,538
Slasher,8-16 ft.,Right Side(R),219,532
Slasher,Back Court Shot,Back Court(BC),1,20
Slasher,Less Than 8 ft.,Center(C),2605,4723
Stationary Shooter,16-24 ft.,Center(C),123,321
Stationary Shooter,16-24 ft.,Left Side Center(LC),90,253
Stationary Shooter,16-24 ft.,Left Side(L),71,158
Stationary Shooter,16-24 ft.,Right Side Center(RC),111,248
Stationary Shooter,16-24 ft.,Right Side(R),59,163
Stationary Shooter,24+ ft.,Center(C),523,1518
Stationary Shooter,24+ ft.,Left Side Center(LC),925,2788
Stationary Shooter,24+ ft.,Left Side(L),664,1744
Stationary Shooter,24+ ft.,Right Side Center(RC),955,2761
Stationary Shooter,24+ ft.,Right Side(R),699,1844
Stationary Shooter,8-16 ft.,Center(C),346,875
Stationary Shooter,8-16 ft.,Left Side(L),168,464
Stationary Shooter,8-16 ft.,Right Side(R),182,527
Stationary Shooter,Back Court Shot,Back Court(BC),1,81
Stationary Shooter,Less Than 8 ft.,Center(C),3665,6882
Stretch Big,16-24 ft.,Center(C),61,168
Stretch Big,16-24 ft.,Left Side Center(LC),51,170
Stretch Big,16-24 ft.,Left Side(L),38,102
Stretch Big,16-24 ft.,Right Side Center(RC),59,171
Stretch Big,16-24 ft.,Right Side(R),30,88
Stretch Big,24+ ft.,Center(C),543,1520
Stretch Big,24+ ft.,Left Side Center(LC),573,1658
Stretch Big,24+ ft.,Left Side(L),279,771
Stretch Big,24+ ft.,Right Side Center(RC),496,1451
Stretch Big,24+ ft.,Right Side(R),262,768
Stretch Big,8-16 ft.,Center(C),214,533
Stretch Big,8-16 ft.,Left Side(L),111,315
Stretch Big,8-16 ft.,Right Side(R),140,338
Stretch Big,Back Court Shot,Back Court(BC),0,28
Stretch Big,Less Than 8 ft.,Center(C),3974,6605
Versatile Big,16-24 ft.,Center(C),60,158
Versatile Big,16-24 ft.,Left Side Center(LC),61,165
Versatile Big,16-24 ft.,Left Side(L),52,116
Versatile Big,16-24 ft.,Right Side Center(RC),59,140
Versatile Big,16-24 ft.,Right Side(R),48,117
Versatile Big,24+ ft.,Center(C),347,1009
Versatile Big,24+ ft.,Left Side Center(LC),369,1028
Versatile Big,24+ ft.,Left Side(L),148,379
Versatile Big,24+ ft.,Right Side Center(RC),321,888
Versatile Big,24+ ft.,Right Side(R),141,338
Versatile Big,8-16 ft.,Center(C),201,462
Versatile Big,8-16 ft.,Left Side(L),209,496
Versatile Big,8-16 ft.,Right Side(R),215,509
Versatile Big,Back Court Shot,Back Court(BC),0,14
Versatile Big,Less Than 8 ft.,Center(C),1837,3128
