role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),91,240
Athletic Finisher,16-24 ft.,Left Side Center(LC),92,284
Athletic Finisher,16-24 ft.,Left Side(L),120,331
Athletic Finisher,16-24 ft.,Right Side Center(RC),138,338
Athletic Finisher,16-24 ft.,Right Side(R),129,342
Athletic Finisher,24+ ft.,Center(C),46,156
Athletic Finisher,24+ ft.,Left Side Center(LC),123,418
Athletic Finisher,24+ ft.,Left Side(L),186,472
Athletic Finisher,24+ ft.,Right Side Center(RC),139,424
Athletic Finisher,24+ ft.,Right Side(R),188,474
Athletic Finisher,8-16 ft.,Center(C),130,293
Athletic Finisher,8-16 ft.,Left Side(L),93,281
Athletic Finisher,8-16 ft.,Right Side(R),121,323
Athletic Finisher,Back Court Shot,Back Court(BC),1,13
Athletic Finisher,Less Than 8 ft.,Center(C),1957,3559
Movement Shooter,16-24 ft.,Center(C),153,418
Movement Shooter,16-24 ft.,Left Side Center(LC),182,469
Movement Shooter,16-24 ft.,Left Side(L),171,469
Movement Shooter,16-24 ft.,Right Side Center(RC),234,618
Movement Shooter,16-24 ft.,Right Side(R),196,482
Movement Shooter,24+ ft.,Center(C),405,1265
Movement Shooter,24+ ft.,Left Side Center(LC),853,2408
Movement Shooter,24+ ft.,Left Side(L),501,1313
Movement Shooter,24+ ft.,Right Side Center(RC),988,2781
Movement Shooter,24+ ft.,Right Side(R),536,1275
Movement Shooter,8-16 ft.,Center(C),162,419
Movement Shooter,8-16 ft.,Left Side(L),192,529
Movement Shooter,8-16 ft.,Right Side(R),215,530
Movement Shooter,Back Court Shot,Back Court(BC),0,40
Movement Shooter,Less Than 8 ft.,Center(C),2447,4618
Off Screen Shooter,16-24 ft.,Center(C),92,244
Off Screen Shooter,16-24 ft.,Left Side Center(LC),148,319
Off Screen Shooter,16-24 ft.,Left Side(L),100,201
Off Screen Shooter,16-24 ft.,Right Side Center(RC),114,293
Off Screen Shooter,16-24 ft.,Right Side(R),76,172
Off Screen Shooter,24+ ft.,Center(C),206,501
Off Screen Shooter,24+ ft.,Left Side Center(LC),326,866
Off Screen Shooter,24+ ft.,Left Side(L),176,409
Off Screen Shooter,24+ ft.,Right Side Center(RC),385,956
Off Screen Shooter,24+ ft.,Right Side(R),195,427
Off Screen Shooter,8-16 ft.,Center(C),97,251
Off Screen Shooter,8-16 ft.,Left Side(L),89,195
Off Screen Shooter,8-16 ft.,Right Side(R),64,185
Off Screen Shooter,Back Court Shot,Back Court(BC),1,12
Off Screen Shooter,Less Than 8 ft.,Center(C),701,1272
Post Scorer,16-24 ft.,Center(C),929,2202
Post Scorer,16-24 ft.,Left Side Center(LC),679,1730
Post Scorer,16-24 ft.,Left Side(L),430,1133
Post Scorer,16-24 ft.,Right Side Center(RC),671,1649
Post Scorer,16-24 ft.,Right Side(R),453,1030
Post Scorer,24+ ft.,Center(C),92,295
Post Scorer,24+ ft.,Left Side Center(LC),96,290
Post Scorer,24+ ft.,Left Side(L),92,247
Post Scorer,24+ ft.,Right Side Center(RC),86,285
Post Scorer,24+ ft.,Right Side(R),60,195
Post Scorer,8-16 ft.,Center(C),903,2081
Post Scorer,8-16 ft.,Left Side(L),1242,3171
Post Scorer,8-16 ft.,Right Side(R),1045,2582
Post Scorer,Back Court Shot,Back Court(BC),2,47
Post Scorer,Less Than 8 ft.,Center(C),14451,25652
Primary Ball Handler,16-24 ft.,Center(C),424,1033
Primary Ball Handler,16-24 ft.,Left Side Center(LC),557,1352
Primary Ball Handler,16-24 ft.,Left Side(L),308,775
Primary Ball Handler,16-24 ft.,Right Side Center(RC),554,1467
Primary Ball Handler,16-24 ft.,Right Side(R),259,693
Primary Ball Handler,24+ ft.,Center(C),763,2196
Primary Ball Handler,24+ ft.,Left Side Center(LC),1170,3422
Primary Ball Handler,24+ ft.,Left Side(L),444,1134
Primary Ball Handler,24+ ft.,Right Side Center(RC),1084,3076
Primary Ball Handler,24+ ft.,Right Side(R),436,1095
Primary Ball Handler,8-16 ft.,Center(C),487,1146
Primary Ball Handler,8-16 ft.,Left Side(L),456,1114
Primary Ball Handler,8-16 ft.,Right Side(R),438,1141
Primary Ball Handler,Back Court Shot,Back Court(BC),5,129
