role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),54,152
Athletic Finisher,16-24 ft.,Left Side Center(LC),71,203
Athletic Finisher,16-24 ft.,Left Side(L),90,237
Athletic Finisher,16-24 ft.,Right Side Center(RC),109,271
Athletic Finisher,16-24 ft.,Right Side(R),82,219
Athletic Finisher,24+ ft.,Center(C),84,269
Athletic Finisher,24+ ft.,Left Side Center(LC),171,549
Athletic Finisher,24+ ft.,Left Side(L),243,729
Athletic Finisher,24+ ft.,Right Side Center(RC),177,585
Athletic Finisher,24+ ft.,Right Side(R),254,741
Athletic Finisher,8-16 ft.,Center(C),90,241
Athletic Finisher,8-16 ft.,Left Side(L),109,278
Athletic Finisher,8-16 ft.,Right Side(R),111,293
Athletic Finisher,Back Court Shot,Back Court(BC),2,23
Athletic Finisher,Less Than 8 ft.,Center(C),2501,4449
Movement Shooter,16-24 ft.,Center(C),174,469
Movement Shooter,16-24 ft.,Left Side Center(LC),217,534
Movement Shooter,16-24 ft.,Left Side(L),170,439
Movement Shooter,16-24 ft.,Right Side Center(RC),234,588
Movement Shooter,16-24 ft.,Right Side(R),183,445
Movement Shooter,24+ ft.,Center(C),413,1163
Movement Shooter,24+ ft.,Left Side Center(LC),822,2349
Movement Shooter,24+ ft.,Left Side(L),435,1178
Movement Shooter,24+ ft.,Right Side Center(RC),755,2139
Movement Shooter,24+ ft.,Right Side(R),398,1104
Movement Shooter,8-16 ft.,Center(C),198,449
Movement Shooter,8-16 ft.,Left Side(L),195,514
Movement Shooter,8-16 ft.,Right Side(R),199,523
Movement Shooter,Back Court Shot,Back Court(BC),4,38
Movement Shooter,Less Than 8 ft.,Center(C),2276,4230
Off Screen Shooter,16-24 ft.,Center(C),112,257
Off Screen Shooter,16-24 ft.,Left Side Center(LC),146,347
Off Screen Shooter,16-24 ft.,Left Side(L),96,189
Off Screen Shooter,16-24 ft.,Right Side Center(RC),115,297
Off Screen Shooter,16-24 ft.,Right Side(R),75,180
Off Screen Shooter,24+ ft.,Center(C),191,552
Off Screen Shooter,24+ ft.,Left Side Center(LC),299,811
Off Screen Shooter,24+ ft.,Left Side(L),143,323
Off Screen Shooter,24+ ft.,Right Side Center(RC),395,921
Off Screen Shooter,24+ ft.,Right Side(R),142,310
Off Screen Shooter,8-16 ft.,Center(C),130,310
Off Screen Shooter,8-16 ft.,Left Side(L),67,194
Off Screen Shooter,8-16 ft.,Right Side(R),76,183
Off Screen Shooter,Back Court Shot,Back Court(BC),0,14
Off Screen Shooter,Less Than 8 ft.,Center(C),552,991
Post Scorer,16-24 ft.,Center(C),749,1766
Post Scorer,16-24 ft.,Left Side Center(LC),488,1241
Post Scorer,16-24 ft.,Left Side(L),362,880
Post Scorer,16-24 ft.,Right Side Center(RC),509,1195
Post Scorer,16-24 ft.,Right Side(R),269,656
Post Scorer,24+ ft.,Center(C),182,566
Post Scorer,24+ ft.,Left Side Center(LC),135,452
Post Scorer,24+ ft.,Left Side(L),40,144
Post Scorer,24+ ft.,Right Side Center(RC),118,343
Post Scorer,24+ ft.,Right Side(R),33,144
Post Scorer,8-16 ft.,Center(C),768,1792
Post Scorer,8-16 ft.,Left Side(L),944,2369
Post Scorer,8-16 ft.,Right Side(R),791,1873
Post Scorer,Back Court Shot,Back Court(BC),3,35
Post Scorer,Less Than 8 ft.,Center(C),11108,19315
Primary Ball Handler,16-24 ft.,Center(C),364,940
Primary Ball Handler,16-24 ft.,Left Side Center(LC),488,1212
Primary Ball Handler,16-24 ft.,Left Side(L),234,614
Primary Ball Handler,16-24 ft.,Right Side Center(RC),476,1229
Primary Ball Handler,16-24 ft.,Right Side(R),205,544
Primary Ball Handler,24+ ft.,Center(C),707,2006
Primary Ball Handler,24+ ft.,Left Side Center(LC),1055,2870
Primary Ball Handler,24+ ft.,Left Side(L),460,1089
Primary Ball Handler,24+ ft.,Right Side Center(RC),1012,2771
Primary Ball Handler,24+ ft.,Right Side(R),363,890
Primary Ball Handler,8-16 ft.,Center(C),507,1221
Primary Ball Handler,8-16 ft.,Left Side(L),366,943
Primary Ball Handler,8-16 ft.,Right Side(R),389,975
Primary Ball Handler,Back Court Shot,Back Court(BC),5,98
Primary Ball Handler,Less Than 8 ft.,Center(C),4558,8643
Roll + Cut Big,16-24 ft.,Center(C),384,977
Roll + Cut Big,16-24 ft.,Left Side Center(LC),286,753
Roll + Cut Big,16-24 ft.,Left Side(L),184,483
