role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Roll + Cut Big,16-24 ft.,Right Side Center(RC),314,781
Roll + Cut Big,16-24 ft.,Right Side(R),180,439
Roll + Cut Big,24+ ft.,Center(C),120,373
Roll + Cut Big,24+ ft.,Left Side Center(LC),108,375
Roll + Cut Big,24+ ft.,Left Side(L),95,302
Roll + Cut Big,24+ ft.,Right Side Center(RC),103,361
Roll + Cut Big,24+ ft.,Right Side(R),93,298
Roll + Cut Big,8-16 ft.,Center(C),371,937
Roll + Cut Big,8-16 ft.,Left Side(L),294,801
Roll + Cut Big,8-16 ft.,Right Side(R),289,843
Roll + Cut Big,Back Court Shot,Back Court(BC),0,37
Roll + Cut Big,Less Than 8 ft.,Center(C),9398,16058
Secondary Ball Handler,16-24 ft.,Center(C),242,650
Secondary Ball Handler,16-24 ft.,Left Side Center(LC),377,978
Secondary Ball Handler,16-24 ft.,Left Side(L),251,653
Secondary Ball Handler,16-24 ft.,Right Side Center(RC),340,900
Secondary Ball Handler,16-24 ft.,Right Side(R),243,558
Secondary Ball Handler,24+ ft.,Center(C),558,1573
Secondary Ball Handler,24+ ft.,Left Side Center(LC),1024,2997
Secondary Ball Handler,24+ ft.,Left Side(L),472,1208
Secondary Ball Handler,24+ ft.,Right Side Center(RC),895,2642
Secondary Ball Handler,24+ ft.,Right Side(R),382,1008
Secondary Ball Handler,8-16 ft.,Center(C),448,1043
Secondary Ball Handler,8-16 ft.,Left Side(L),439,1113
Secondary Ball Handler,8-16 ft.,Right Side(R),386,992
Secondary Ball Handler,Back Court Shot,Back Court(BC),3,111
Secondary Ball Handler,Less Than 8 ft.,Center(C),3898,7501
Shot Creator,16-24 ft.,Center(C),472,1236
Shot Creator,16-24 ft.,Left Side Center(LC),597,1489
Shot Creator,16-24 ft.,Left Side(L),515,1303
Shot Creator,16-24 ft.,Right Side Center(RC),720,1773
Shot Creator,16-24 ft.,Right Side(R),493,1220
Shot Creator,24+ ft.,Center(C),721,2083
Shot Creator,24+ ft.,Left Side Center(LC),1076,3100
Shot Creator,24+ ft.,Left Side(L),472,1290
Shot Creator,24+ ft.,Right Side Center(RC),1052,3077
Shot Creator,24+ ft.,Right Side(R),491,1238
Shot Creator,8-16 ft.,Center(C),919,1961
Shot Creator,8-16 ft.,Left Side(L),908,2243
Shot Creator,8-16 ft.,Right Side(R),1036,2573
Shot Creator,Back Court Shot,Back Court(BC),4,82
Shot Creator,Less Than 8 ft.,Center(C),7865,14092
Slasher,16-24 ft.,Center(C),222,593
Slasher,16-24 ft.,Left Side Center(LC),292,793
Slasher,16-24 ft.,Left Side(L),115,343
Slasher,16-24 ft.,Right Side Center(RC),347,862
Slasher,16-24 ft.,Right Side(R),107,334
Slasher,24+ ft.,Center(C),251,768
Slasher,24+ ft.,Left Side Center(LC),358,1144
Slasher,24+ ft.,Left Side(L),119,348
Slasher,24+ ft.,Right Side Center(RC),364,994
Slasher,24+ ft.,Right Side(R),114,299
Slasher,8-16 ft.,Center(C),378,959
Slasher,8-16 ft.,Left Side(L),352,833
Slasher,8-16 ft.,Right Side(R),323,811
Slasher,Back Court Shot,Back Court(BC),1,36
Slasher,Less Than 8 ft.,Center(C),3863,7505
Stationary Shooter,16-24 ft.,Center(C),118,302
Stationary Shooter,16-24 ft.,Left Side Center(LC),123,321
Stationary Shooter,16-24 ft.,Left Side(L),114,280
Stationary Shooter,16-24 ft.,Right Side Center(RC),142,373
Stationary Shooter,16-24 ft.,Right Side(R),124,299
Stationary Shooter,24+ ft.,Center(C),322,951
Stationary Shooter,24+ ft.,Left Side Center(LC),594,1764
Stationary Shooter,24+ ft.,Left Side(L),459,1271
Stationary Shooter,24+ ft.,Right Side Center(RC),640,1867
Stationary Shooter,24+ ft.,Right Side(R),541,1395
Stationary Shooter,8-16 ft.,Center(C),145,384
Stationary Shooter,8-16 ft.,Left Side(L),146,420
Stationary Shooter,8-16 ft.,Right Side(R),156,424
Stationary Shooter,Back Court Shot,Back Court(BC),1,51
Stationary Shooter,Less Than 8 ft.,Center(C),2527,4715
Stretch Big,16-24 ft.,Center(C),103,263
Stretch Big,16-24 ft.,Left Side Center(LC),81,214
Stretch Big,16-24 ft.,Left Side(L),89,224
Stretch Big,16-24 ft.,Right Side Center(RC),81,223
Stretch Big,16-24 ft.,Right Side(R),85,213
Stretch Big,24+ ft.,Center(C),368,1020
Stretch Big,24+ ft.,Left Side Center(LC),396,1040
Stretch Big,24+ ft.,Left Side(L),155,392
Stretch Big,24+ ft.,Right Side Center(RC),344,954
Stretch Big,24+ ft.,Right Side(R),125,349
Stretch Big,8-16 ft.,Center(C),122,269
Stretch Big,8-16 ft.,Left Side(L),111,291
Stretch Big,8-16 ft.,Right Side(R),129,317
Stretch Big,Back Court Shot,Back Court(BC),0,15
Stretch Big,Less Than 8 ft.,Center(C),1862,3481
Versatile Big,16-24 ft.,Center(C),70,146
Versatile Big,16-24 ft.,Left Side Center(LC),70,149
Versatile Big,16-24 ft.,Left Side(L),80,179
Versatile Big,16-24 ft.,Right Side Center(RC),67,187
Versatile Big,16-24 ft.,Right Side(R),87,168
Versatile Big,24+ ft.,Center(C),134,409
Versatile Big,24+ ft.,Left Side Center(LC),187,510
Versatile Big,24+ ft.,Left Side(L),76,215
Versatile Big,24+ ft.,Right Side Center(RC),153,403
Versatile Big,24+ ft.,Right Side(R),67,169
Versatile Big,8-16 ft.,Center(C),70,177
Versatile Big,8-16 ft.,Left Side(L),151,364
Versatile Big,8-16 ft.,Right Side(R),161,384
Versatile Big,Back Court Shot,Back Court(BC),0,6
Versatile Big,Less Than 8 ft.,Center(C),808,1549
