role,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,FGM,FGA
Athletic Finisher,16-24 ft.,Center(C),47,137
Athletic Finisher,16-24 ft.,Left Side Center(LC),36,115
Athletic Finisher,16-24 ft.,Left Side(L),37,68
Athletic Finisher,16-24 ft.,Right Side Center(RC),65,142
Athletic Finisher,16-24 ft.,Right Side(R),37,81
Athletic Finisher,24+ ft.,Center(C),151,437
Athletic Finisher,24+ ft.,Left Side Center(LC),316,994
Athletic Finisher,24+ ft.,Left Side(L),293,897
Athletic Finisher,24+ ft.,Right Side Center(RC),340,986
Athletic Finisher,24+ ft.,Right Side(R),227,661
Athletic Finisher,8-16 ft.,Center(C),278,630
Athletic Finisher,8-16 ft.,Left Side(L),146,362
Athletic Finisher,8-16 ft.,Right Side(R),121,319
Athletic Finisher,Back Court Shot,Back Court(BC),0,22
Athletic Finisher,Less Than 8 ft.,Center(C),3477,5909
Low Minute,16-24 ft.,Center(C),3,18
Low Minute,16-24 ft.,Left Side Center(LC),6,10
Low Minute,16-24 ft.,Left Side(L),4,5
Low Minute,16-24 ft.,Right Side Center(RC),7,16
Low Minute,16-24 ft.,Right Side(R),0,6
Low Minute,24+ ft.,Center(C),30,77
Low Minute,24+ ft.,Left Side Center(LC),32,120
Low Minute,24+ ft.,Left Side(L),22,76
Low Minute,24+ ft.,Right Side Center(RC),39,130
Low Minute,24+ ft.,Right Side(R),20,63
Low Minute,8-16 ft.,Center(C),15,51
Low Minute,8-16 ft.,Left Side(L),7,18
Low Minute,8-16 ft.,Right Side(R),8,26
Low Minute,Back Court Shot,Back Court(BC),0,2
Low Minute,Less Than 8 ft.,Center(C),212,403
Movement Shooter,16-24 ft.,Center(C),139,301
Movement Shooter,16-24 ft.,Left Side Center(LC),142,322
Movement Shooter,16-24 ft.,Left Side(L),69,165
Movement Shooter,16-24 ft.,Right Side Center(RC),94,229
Movement Shooter,16-24 ft.,Right Side(R),50,147
Movement Shooter,24+ ft.,Center(C),724,2137
Movement Shooter,24+ ft.,Left Side Center(LC),1641,4348
Movement Shooter,24+ ft.,Left Side(L),940,2200
Movement Shooter,24+ ft.,Right Side Center(RC),1277,3490
Movement Shooter,24+ ft.,Right Side(R),683,1621
Movement Shooter,8-16 ft.,Center(C),386,906
Movement Shooter,8-16 ft.,Left Side(L),181,493
Movement Shooter,8-16 ft.,Right Side(R),152,387
Movement Shooter,Back Court Shot,Back Court(BC),1,51
Movement Shooter,Less Than 8 ft.,Center(C),3405,5761
Off Screen Shooter,16-24 ft.,Center(C),42,109
Off Screen Shooter,16-24 ft.,Left Side Center(LC),37,99
Off Screen Shooter,16-24 ft.,Left Side(L),32,62
Off Screen Shooter,16-24 ft.,Right Side Center(RC),54,129
Off Screen Shooter,16-24 ft.,Right Side(R),31,77
Off Screen Shooter,24+ ft.,Center(C),236,621
Off Screen Shooter,24+ ft.,Left Side Center(LC),414,1089
Off Screen Shooter,24+ ft.,Left Side(L),161,375
Off Screen Shooter,24+ ft.,Right Side Center(RC),466,1143
Off Screen Shooter,24+ ft.,Right Side(R),179,453
Off Screen Shooter,8-16 ft.,Center(C),184,377
Off Screen Shooter,8-16 ft.,Left Side(L),84,180
Off Screen Shooter,8-16 ft.,Right Side(R),119,267
Off Screen Shooter,Back Court Shot,Back Court(BC),0,9
Off Screen Shooter,Less Than 8 ft.,Center(C),577,1051
Post Scorer,16-24 ft.,Center(C),48,111
Post Scorer,16-24 ft.,Left Side Center(LC),22,53
Post Scorer,16-24 ft.,Left Side(L),5,19
Post Scorer,16-24 ft.,Right Side Center(RC),22,53
Post Scorer,16-24 ft.,Right Side(R),11,21
Post Scorer,24+ ft.,Center(C),134,366
Post Scorer,24+ ft.,Left Side Center(LC),54,182
Post Scorer,24+ ft.,Left Side(L),6,31
Post Scorer,24+ ft.,Right Side Center(RC),64,186
Post Scorer,24+ ft.,Right Side(R),11,32
Post Scorer,8-16 ft.,Center(C),276,577
Post Scorer,8-16 ft.,Left Side(L),106,255
Post Scorer,8-16 ft.,Right Side(R),99,241
Post Scorer,Back Court Shot,Back Court(BC),0,10
Post Scorer,Less Than 8 ft.,Center(C),3161,4901
Primary Ball Handler,16-24 ft.,Center(C),297,712
Primary Ball Handler,16-24 ft.,Left Side Center(LC),304,717
Primary Ball Handler,16-24 ft.,Left Side(L),90,231
Primary Ball Handler,16-24 ft.,Right Side Center(RC),380,896
Primary Ball Handler,16-24 ft.,Right Side(R),97,253
Primary Ball Handler,24+ ft.,Center(C),1082,2958
Primary Ball Handler,24+ ft.,Left Side Center(LC),1745,4565
Primary Ball Handler,24+ ft.,Left Side(L),464,1102
Primary Ball Handler,24+ ft.,Right Side Center(RC),1466,4080
Primary Ball Handler,24+ ft.,Right Side(R),364,942
Primary Ball Handler,8-16 ft.,Center(C),1238,2594
Primary Ball Handler,8-16 ft.,Left Side(L),509,1170
Primary Ball Handler,8-16 ft.,Right Side(R),611,1357
Primary Ball Handler,Back Court Shot,Back Court(BC),3,87
Primary Ball Handler,Less Than 8 ft.,Center(C),5256,9548
Roll + Cut Big,16-24 ft.,Center(C),57,137
