GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,402,132,0.328
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,915,334,0.365
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,830,273,0.329
League Averages,Backcourt,Back Court(BC),Back Court Shot,24,1,0.042
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,503,191,0.38
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1163,495,0.426
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,159,69,0.434
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,179,74,0.413
League Averages,Left Corner 3,Left Side(L),24+ ft.,469,174,0.371
League Averages,Mid-Range,Center(C),16-24 ft.,385,152,0.395
League Averages,Mid-Range,Center(C),8-16 ft.,136,60,0.441
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,572,228,0.399
League Averages,Mid-Range,Left Side(L),16-24 ft.,616,243,0.394
League Averages,Mid-Range,Left Side(L),8-16 ft.,808,337,0.417
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,652,263,0.403
League Averages,Mid-Range,Right Side(R),16-24 ft.,558,216,0.387
League Averages,Mid-Range,Right Side(R),8-16 ft.,663,245,0.37
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4315,2678,0.621
League Averages,Right Corner 3,Right Side(R),24+ ft.,415,157,0.378
