GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON
Shot Chart Detail,0042400131,118,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,1,1,53,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,9,1,1,20250419,IND,MIL,0042400131118,6070,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,127,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,1,1,12,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-108,159,1,1,20250419,IND,MIL,0042400131127,6480,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,136,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,1,0,12,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,16,1,0,20250419,IND,MIL,0042400131136,7080,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,140,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,11,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-66,235,1,0,20250419,IND,MIL,0042400131140,7320,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,148,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,2,11,7,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-23,176,1,1,20250419,IND,MIL,0042400131148,7730,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,152,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,10,44,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,244,32,1,0,20250419,IND,MIL,0042400131152,7960,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,156,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,2,10,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-130,231,1,0,20250419,IND,MIL,0042400131156,8160,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,159,1631260,AJ Green,1610612749,Milwaukee Bucks,2,9,58,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,37,1,1,20250419,IND,MIL,0042400131159,8420,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,161,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,9,27,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,9,1,1,20250419,IND,MIL,0042400131161,8730,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,167,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,2,8,47,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,202,32,1,1,20250419,IND,MIL,0042400131167,9130,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,183,1626171,Bobby Portis,1610612749,Milwaukee Bucks,2,8,18,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,9,1,0,20250419,IND,MIL,0042400131183,9420,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,190,1631260,AJ Green,1610612749,Milwaukee Bucks,2,7,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-186,161,1,0,20250419,IND,MIL,0042400131190,9890,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,198,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,2,6,57,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,15,267,1,0,20250419,IND,MIL,0042400131198,10230,0,201572|203507|1629018|1629645|1631260
Shot Chart Detail,0042400131,201,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,2,6,45,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,64,1,0,20250419,IND,MIL,0042400131201,10350,0,201572|203507|1629018|1629645|1631260
Shot Chart Detail,0042400131,204,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,6,17,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,16,1,1,20250419,IND,MIL,0042400131204,10630,0,201572|203507|1629018|1629645|1631260
Shot Chart Detail,0042400131,232,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,51,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,0,1,1,20250419,IND,MIL,0042400131232,11490,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,237,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,4,24,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,22,278,1,0,20250419,IND,MIL,0042400131237,11760,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,247,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,3,45,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,24,1,1,20250419,IND,MIL,0042400131247,12150,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,255,1631157,Ryan Rollins,1610612749,Milwaukee Bucks,2,2,51,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,42,1,0,20250419,IND,MIL,0042400131255,12690,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,263,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,2,33,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-134,47,1,0,20250419,IND,MIL,0042400131263,12870,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,267,1628398,Kyle Kuzma,1610612749,Milwaukee Bucks,2,2,3,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,32,1,0,20250419,IND,MIL,0042400131267,13170,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,271,1631157,Ryan Rollins,1610612749,Milwaukee Bucks,2,1,47,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-186,178,1,0,20250419,IND,MIL,0042400131271,13330,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,278,201572,Brook Lopez,1610612749,Milwaukee Bucks,2,1,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,19,1,1,20250419,IND,MIL,0042400131278,13680,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,281,1631157,Ryan Rollins,1610612749,Milwaukee Bucks,2,0,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,119,1,0,20250419,IND,MIL,0042400131281,13980,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,293,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,2,0,0,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,180,84,1,0,20250419,IND,MIL,0042400131293,14400,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,301,201572,Brook Lopez,1610612749,Milwaukee Bucks,3,11,47,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-38,84,1,0,20250419,IND,MIL,0042400131301,14530,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,314,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,17,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,7,1,0,20250419,IND,MIL,0042400131314,14830,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,342,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,11,16,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,13,1,0,20250419,IND,MIL,0042400131342,14840,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,318,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,10,39,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,21,184,1,1,20250419,IND,MIL,0042400131318,15210,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,324,1627752,Taurean Prince,1610612749,Milwaukee Bucks,3,9,58,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-112,258,1,0,20250419,IND,MIL,0042400131324,15620,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,328,1628398,Kyle Kuzma,1610612749,Milwaukee Bucks,3,9,30,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,12,126,1,0,20250419,IND,MIL,0042400131328,15900,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,332,1631157,Ryan Rollins,1610612749,Milwaukee Bucks,3,9,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,214,139,1,0,20250419,IND,MIL,0042400131332,16200,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,352,1628398,Kyle Kuzma,1610612749,Milwaukee Bucks,3,8,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-34,120,1,0,20250419,IND,MIL,0042400131352,16540,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,356,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,8,24,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20250419,IND,MIL,0042400131356,16560,0,201572|203507|1627752|1628398|1631157
Shot Chart Detail,0042400131,359,201572,Brook Lopez,1610612749,Milwaukee Bucks,3,7,45,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,98,36,1,1,20250419,IND,MIL,0042400131359,16950,0,201572|203507|1627752|1628398|1629645
Shot Chart Detail,0042400131,367,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,7,15,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-33,29,1,1,20250419,IND,MIL,0042400131367,17250,0,201572|203507|1627752|1628398|1629645
Shot Chart Detail,0042400131,370,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,3,6,48,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-92,90,1,1,20250419,IND,MIL,0042400131370,17520,0,201572|203507|1627752|1628398|1629645
Shot Chart Detail,0042400131,392,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,5,42,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,0,20250419,IND,MIL,0042400131392,18180,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,400,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,3,5,37,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-161,214,1,0,20250419,IND,MIL,0042400131400,18230,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,407,1631260,AJ Green,1610612749,Milwaukee Bucks,3,5,9,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,235,52,1,1,20250419,IND,MIL,0042400131407,18510,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,411,1631260,AJ Green,1610612749,Milwaukee Bucks,3,4,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-87,267,1,0,20250419,IND,MIL,0042400131411,18770,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,413,1626171,Bobby Portis,1610612749,Milwaukee Bucks,3,4,39,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-15,95,1,0,20250419,IND,MIL,0042400131413,18810,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,418,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,3,4,22,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,21,1,0,20250419,IND,MIL,0042400131418,18980,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,422,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,3,3,58,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,38,1,0,20250419,IND,MIL,0042400131422,19220,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,424,1626171,Bobby Portis,1610612749,Milwaukee Bucks,3,3,56,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,7,1,1,20250419,IND,MIL,0042400131424,19240,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,433,1631260,AJ Green,1610612749,Milwaukee Bucks,3,3,9,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-39,78,1,0,20250419,IND,MIL,0042400131433,19710,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,456,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,2,3,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,1,20250419,IND,MIL,0042400131456,20370,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,459,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,3,1,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,20,1,1,20250419,IND,MIL,0042400131459,20650,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,467,1631260,AJ Green,1610612749,Milwaukee Bucks,3,1,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-188,201,1,1,20250419,IND,MIL,0042400131467,20910,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,471,1631260,AJ Green,1610612749,Milwaukee Bucks,3,0,38,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,89,247,1,0,20250419,IND,MIL,0042400131471,21220,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,493,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,4,11,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-180,200,1,1,20250419,IND,MIL,0042400131493,21890,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,497,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,4,10,55,Missed Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,32,1,0,20250419,IND,MIL,0042400131497,22250,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,501,1631260,AJ Green,1610612749,Milwaukee Bucks,4,10,39,Missed Shot,Running Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,6,1,0,20250419,IND,MIL,0042400131501,22410,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,505,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,4,10,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,13,1,1,20250419,IND,MIL,0042400131505,22600,0,1626171|1629018|1629645|1630579|1631260
Shot Chart Detail,0042400131,518,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,9,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,10,1,1,20250419,IND,MIL,0042400131518,23390,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,524,1631260,AJ Green,1610612749,Milwaukee Bucks,4,8,21,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,123,47,1,0,20250419,IND,MIL,0042400131524,23790,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,527,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-164,191,1,0,20250419,IND,MIL,0042400131527,24010,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,531,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,7,52,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,21,1,1,20250419,IND,MIL,0042400131531,24080,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,551,1631260,AJ Green,1610612749,Milwaukee Bucks,4,6,55,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-159,188,1,1,20250419,IND,MIL,0042400131551,24650,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,555,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,4,6,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-119,242,1,1,20250419,IND,MIL,0042400131555,24970,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,560,1629018,Gary Trent Jr.,1610612749,Milwaukee Bucks,4,5,30,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,140,226,1,0,20250419,IND,MIL,0042400131560,25500,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,562,1631260,AJ Green,1610612749,Milwaukee Bucks,4,5,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,-37,295,1,1,20250419,IND,MIL,0042400131562,25560,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,574,1629645,Kevin Porter Jr.,1610612749,Milwaukee Bucks,4,4,26,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,34,1,0,20250419,IND,MIL,0042400131574,26140,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,583,1631260,AJ Green,1610612749,Milwaukee Bucks,4,3,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,188,197,1,0,20250419,IND,MIL,0042400131583,26600,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,593,1631260,AJ Green,1610612749,Milwaukee Bucks,4,2,54,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,8,1,0,20250419,IND,MIL,0042400131593,27060,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,597,1626171,Bobby Portis,1610612749,Milwaukee Bucks,4,2,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-109,253,1,0,20250419,IND,MIL,0042400131597,27370,0,203507|1626171|1629018|1629645|1631260
Shot Chart Detail,0042400131,604,203507,Giannis Antetokounmpo,1610612749,Milwaukee Bucks,4,1,46,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,27,162,1,0,20250419,IND,MIL,0042400131604,27740,0,203507|1628398|1629018|1629645|1631260
Shot Chart Detail,0042400131,652,1631157,Ryan Rollins,1610612749,Milwaukee Bucks,4,0,26,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-16,53,1,0,20250419,IND,MIL,0042400131652,28540,0,1626192|1630579|1631157|1641748|1641753
Shot Chart Detail,0042400131,656,1626192,Pat Connaughton,1610612749,Milwaukee Bucks,4,0,25,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,237,21,1,1,20250419,IND,MIL,0042400131656,28550,0,1626192|1630579|1631157|1641748|1641753
Shot Chart Detail,0042400131,659,1641748,Andre Jackson Jr.,1610612749,Milwaukee Bucks,4,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,56,-96,552,1,0,20250419,IND,MIL,0042400131659,28800,0,1641748
