GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,751,250,0.333
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,1009,354,0.351
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,1139,419,0.368
League Averages,Backcourt,Back Court(BC),Back Court Shot,38,2,0.053
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,482,184,0.382
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1351,549,0.406
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,116,46,0.397
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,139,51,0.367
League Averages,Left Corner 3,Left Side(L),24+ ft.,550,221,0.402
League Averages,Mid-Range,Center(C),16-24 ft.,471,189,0.401
League Averages,Mid-Range,Center(C),8-16 ft.,151,57,0.377
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,590,243,0.412
League Averages,Mid-Range,Left Side(L),16-24 ft.,388,160,0.412
League Averages,Mid-Range,Left Side(L),8-16 ft.,680,269,0.396
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,618,251,0.406
League Averages,Mid-Range,Right Side(R),16-24 ft.,412,152,0.369
League Averages,Mid-Range,Right Side(R),8-16 ft.,475,195,0.411
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4388,2700,0.615
League Averages,Right Corner 3,Right Side(R),24+ ft.,481,179,0.372
