GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON
Shot Chart Detail,40100151,2,0,Opponent,1610612759,San Antonio Spurs,1,11,36,Made Shot,Jump Shot,,Mid-Range,Center(C),16-24 ft.,16,-16,169,1,1,20020420,SAS,SEA,401001512,|120|1477|1495|2225|764
Shot Chart Detail,40100151,4,0,Opponent,1610612759,San Antonio Spurs,1,10,55,Made Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,19,98,169,1,1,20020420,SAS,SEA,401001514,|120|1477|1495|2225|764
Shot Chart Detail,40100151,8,0,Opponent,1610612759,San Antonio Spurs,1,10,15,Made Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,22,113,190,1,1,20020420,SAS,SEA,401001518,|120|1477|1495|2225|764
Shot Chart Detail,40100151,12,0,Opponent,1610612759,San Antonio Spurs,1,9,46,Made Shot,Fadeaway Jump Shot,,Mid-Range,Left Side(L),16-24 ft.,16,-147,70,1,1,20020420,SAS,SEA,4010015112,|120|1477|1495|2225|764
Shot Chart Detail,40100151,15,0,Opponent,1610612759,San Antonio Spurs,1,9,13,Made Shot,Jump Shot,,Mid-Range,Center(C),16-24 ft.,19,39,186,1,1,20020420,SAS,SEA,4010015115,|120|1477|1495|2225|764
Shot Chart Detail,40100151,27,0,Opponent,1610612759,San Antonio Spurs,1,8,15,Made Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,15,-132,76,1,1,20020420,SAS,SEA,4010015127,|120|1477|1495|2225|764
Shot Chart Detail,40100151,30,0,Opponent,1610612759,San Antonio Spurs,1,7,35,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,11,-109,15,1,0,20020420,SAS,SEA,4010015130,|120|1477|1495|2225|764
Shot Chart Detail,40100151,33,0,Opponent,1610612759,San Antonio Spurs,1,7,7,Made Shot,Running Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,32,9,1,1,20020420,SAS,SEA,4010015133,|120|1477|1495|2225|764
Shot Chart Detail,40100151,42,0,Opponent,1610612759,San Antonio Spurs,1,5,54,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,-23,9,1,0,20020420,SAS,SEA,4010015142,|120|1477|1495|2225|764
Shot Chart Detail,40100151,45,0,Opponent,1610612759,San Antonio Spurs,1,5,31,Made Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,20,-117,163,1,1,20020420,SAS,SEA,4010015145,|120|1477|1495|2225|764
Shot Chart Detail,40100151,54,0,Opponent,1610612759,San Antonio Spurs,1,4,42,Made Shot,Jump Shot,,In The Paint (Non-RA),Right Side(R),8-16 ft.,15,77,129,1,1,20020420,SAS,SEA,4010015154,|120|1495|1498|2225|990
Shot Chart Detail,40100151,56,0,Opponent,1610612759,San Antonio Spurs,1,4,17,Missed Shot,Jump Shot,,Right Corner 3,Right Side(R),24+ ft.,23,235,0,1,0,20020420,SAS,SEA,4010015156,|120|1495|1498|2225|990
Shot Chart Detail,40100151,62,0,Opponent,1610612759,San Antonio Spurs,1,3,39,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,0,20020420,SAS,SEA,4010015162,|120|1495|1498|345|990
Shot Chart Detail,40100151,66,0,Opponent,1610612759,San Antonio Spurs,1,3,19,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-88,234,1,0,20020420,SAS,SEA,4010015166,|120|1495|1498|345|990
Shot Chart Detail,40100151,72,0,Opponent,1610612759,San Antonio Spurs,1,2,45,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,2,-10,26,1,1,20020420,SAS,SEA,4010015172,|120|1495|1498|345|990
Shot Chart Detail,40100151,80,0,Opponent,1610612759,San Antonio Spurs,1,1,51,Made Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,163,179,1,1,20020420,SAS,SEA,4010015180,|120|1495|1498|345|990
Shot Chart Detail,40100151,84,0,Opponent,1610612759,San Antonio Spurs,1,1,15,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,14,142,36,1,0,20020420,SAS,SEA,4010015184,|120|1495|1498|345|990
Shot Chart Detail,40100151,155,0,Opponent,1610612759,San Antonio Spurs,2,5,41,Made Shot,Turnaround Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,11,-117,9,1,1,20020420,SAS,SEA,40100151155,|120|1495|198|2225|990
Shot Chart Detail,40100151,157,0,Opponent,1610612759,San Antonio Spurs,2,5,11,Made Shot,Turnaround Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-37,47,1,1,20020420,SAS,SEA,40100151157,|120|1495|198|2225|990
Shot Chart Detail,40100151,165,0,Opponent,1610612759,San Antonio Spurs,2,4,29,Missed Shot,Jump Shot,,Restricted Area,Center(C),Less Than 8 ft.,3,-31,19,1,0,20020420,SAS,SEA,40100151165,|120|1495|198|2225|990
Shot Chart Detail,40100151,169,0,Opponent,1610612759,San Antonio Spurs,2,3,52,Made Shot,Hook Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,56,47,1,1,20020420,SAS,SEA,40100151169,|120|1495|198|2225|990
Shot Chart Detail,40100151,171,0,Opponent,1610612759,San Antonio Spurs,2,3,4,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,11,-103,53,1,0,20020420,SAS,SEA,40100151171,|120|1495|198|2225|990
Shot Chart Detail,40100151,178,0,Opponent,1610612759,San Antonio Spurs,2,2,26,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,13,-124,57,1,0,20020420,SAS,SEA,40100151178,|120|1495|198|2225|990
Shot Chart Detail,40100151,185,0,Opponent,1610612759,San Antonio Spurs,2,1,47,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,13,-132,0,1,0,20020420,SAS,SEA,40100151185,|120|1495|198|2225|990
Shot Chart Detail,40100151,192,0,Opponent,1610612759,San Antonio Spurs,2,1,24,Made Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,16,169,0,1,1,20020420,SAS,SEA,40100151192,|120|1495|198|2225|990
Shot Chart Detail,40100151,195,0,Opponent,1610612759,San Antonio Spurs,2,0,54,Made Shot,Jump Shot,,In The Paint (Non-RA),Left Side(L),8-16 ft.,13,-73,108,1,1,20020420,SAS,SEA,40100151195,|120|1495|198|2225|990
Shot Chart Detail,40100151,200,0,Opponent,1610612759,San Antonio Spurs,2,0,25,Made Shot,Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,39,57,1,1,20020420,SAS,SEA,40100151200,|120|1495|1498|198|990
Shot Chart Detail,40100151,214,0,Opponent,1610612759,San Antonio Spurs,3,10,57,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,15,-138,63,1,0,20020420,SAS,SEA,40100151214,|120|1477|1495|2225
Shot Chart Detail,40100151,220,0,Opponent,1610612759,San Antonio Spurs,3,10,5,Missed Shot,Turnaround Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,13,-138,15,1,0,20020420,SAS,SEA,40100151220,|120|1477|1495|2225
Shot Chart Detail,40100151,232,0,Opponent,1610612759,San Antonio Spurs,3,8,31,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-183,173,1,1,20020420,SAS,SEA,40100151232,|120|1477|1495|2225
Shot Chart Detail,40100151,234,0,Opponent,1610612759,San Antonio Spurs,3,7,48,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,18,178,53,1,0,20020420,SAS,SEA,40100151234,|120|1477|1495|2225
Shot Chart Detail,40100151,237,0,Opponent,1610612759,San Antonio Spurs,3,7,17,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,18,142,114,1,0,20020420,SAS,SEA,40100151237,|120|1477|1495|2225
Shot Chart Detail,40100151,243,0,Opponent,1610612759,San Antonio Spurs,3,6,47,Missed Shot,Turnaround Jump Shot,,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-58,97,1,0,20020420,SAS,SEA,40100151243,|120|1477|1495|2225|990
Shot Chart Detail,40100151,250,0,Opponent,1610612759,San Antonio Spurs,3,6,14,Made Shot,Jump Hook Shot,,Mid-Range,Right Side(R),8-16 ft.,10,106,9,1,1,20020420,SAS,SEA,40100151250,|120|1477|1495|2225|990
Shot Chart Detail,40100151,253,0,Opponent,1610612759,San Antonio Spurs,3,5,29,Missed Shot,Reverse Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-16,9,1,0,20020420,SAS,SEA,40100151253,|120|1477|1495|2225|990
Shot Chart Detail,40100151,260,0,Opponent,1610612759,San Antonio Spurs,3,5,11,Made Shot,Alley Oop Layup shot,,Restricted Area,Center(C),Less Than 8 ft.,0,-1,4,1,1,20020420,SAS,SEA,40100151260,|120|1477|1495|2225|990
Shot Chart Detail,40100151,262,0,Opponent,1610612759,San Antonio Spurs,3,4,32,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),16-24 ft.,16,-153,63,1,0,20020420,SAS,SEA,40100151262,|120|1477|1495|2225|990
Shot Chart Detail,40100151,265,0,Opponent,1610612759,San Antonio Spurs,3,4,3,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,134,200,1,0,20020420,SAS,SEA,40100151265,|120|1477|1495|2225|990
Shot Chart Detail,40100151,270,0,Opponent,1610612759,San Antonio Spurs,3,3,42,Made Shot,Running Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-46,9,1,1,20020420,SAS,SEA,40100151270,|120|1477|1495|2225|990
Shot Chart Detail,40100151,272,0,Opponent,1610612759,San Antonio Spurs,3,3,12,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,15,-153,42,1,0,20020420,SAS,SEA,40100151272,|120|1477|1495|2225|990
Shot Chart Detail,40100151,276,0,Opponent,1610612759,San Antonio Spurs,3,2,48,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,11,106,47,1,0,20020420,SAS,SEA,40100151276,|120|1477|1495|2225|990
Shot Chart Detail,40100151,285,0,Opponent,1610612759,San Antonio Spurs,3,1,11,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,1,-10,4,1,1,20020420,SAS,SEA,40100151285,|120|1477|1495|2225|990
Shot Chart Detail,40100151,287,0,Opponent,1610612759,San Antonio Spurs,3,0,37,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,8,3,87,1,0,20020420,SAS,SEA,40100151287,|120|1477|1495|2225|990
Shot Chart Detail,40100152,4,0,Opponent,1610612759,San Antonio Spurs,1,11,33,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,3,76,1,0,20020422,SAS,SEA,401001524,|120|1477|1495|2225
Shot Chart Detail,40100152,5,0,Opponent,1610612759,San Antonio Spurs,1,11,30,Made Shot,Follow Up Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,3,0,1,1,20020422,SAS,SEA,401001525,|120|1477|1495|2225
Shot Chart Detail,40100152,12,0,Opponent,1610612759,San Antonio Spurs,1,10,24,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,19,163,101,1,0,20020422,SAS,SEA,4010015212,|120|1477|1495|2225
