GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,4,1,0.25
League Averages,Above the Break 3,Center(C),24+ ft.,1247,432,0.346
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,1615,579,0.359
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,1636,601,0.367
League Averages,Backcourt,Back Court(BC),Back Court Shot,29,0,0.0
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,1013,476,0.47
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1371,557,0.406
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,160,70,0.438
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,147,74,0.503
League Averages,Left Corner 3,Left Side(L),24+ ft.,641,249,0.388
League Averages,Mid-Range,Center(C),8-16 ft.,184,71,0.386
League Averages,Mid-Range,Center(C),16-24 ft.,313,136,0.435
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,285,114,0.4
League Averages,Mid-Range,Left Side(L),16-24 ft.,144,58,0.403
League Averages,Mid-Range,Left Side(L),8-16 ft.,435,175,0.402
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,348,156,0.448
League Averages,Mid-Range,Right Side(R),8-16 ft.,500,222,0.444
League Averages,Mid-Range,Right Side(R),16-24 ft.,124,52,0.419
League Averages,Restricted Area,Center(C),Less Than 8 ft.,3920,2548,0.65
League Averages,Right Corner 3,Right Side(R),24+ ft.,655,258,0.394
