GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,112,4,0.036
League Averages,Above the Break 3,Center(C),24+ ft.,6677,2385,0.357
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,12232,4453,0.364
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,12317,4465,0.363
League Averages,Backcourt,Back Court(BC),Back Court Shot,445,10,0.022
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,6223,2563,0.412
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,14898,6255,0.42
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,2042,803,0.393
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,2251,857,0.381
League Averages,Left Corner 3,Left Side(L),24+ ft.,6748,2657,0.394
League Averages,Mid-Range,Center(C),16-24 ft.,7773,3212,0.413
League Averages,Mid-Range,Center(C),8-16 ft.,1680,736,0.438
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,9716,3993,0.411
League Averages,Mid-Range,Left Side(L),16-24 ft.,9026,3603,0.399
League Averages,Mid-Range,Left Side(L),8-16 ft.,8777,3372,0.384
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,10621,4397,0.414
League Averages,Mid-Range,Right Side(R),16-24 ft.,8006,3165,0.395
League Averages,Mid-Range,Right Side(R),8-16 ft.,8391,3208,0.382
League Averages,Restricted Area,Center(C),Less Than 8 ft.,65152,38818,0.596
League Averages,Right Corner 3,Right Side(R),24+ ft.,5943,2346,0.395
