GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,109,5,0.046
League Averages,Above the Break 3,Center(C),24+ ft.,5386,1801,0.334
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,10095,3479,0.345
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,9959,3409,0.342
League Averages,Backcourt,Back Court(BC),Back Court Shot,336,8,0.024
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,5626,2199,0.391
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,17559,6728,0.383
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,2169,852,0.393
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1981,773,0.39
League Averages,Left Corner 3,Left Side(L),24+ ft.,5069,1919,0.379
League Averages,Mid-Range,Center(C),16-24 ft.,6232,2360,0.379
League Averages,Mid-Range,Center(C),8-16 ft.,1923,771,0.401
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,8831,3465,0.392
League Averages,Mid-Range,Left Side(L),16-24 ft.,10325,4063,0.394
League Averages,Mid-Range,Left Side(L),8-16 ft.,11556,4314,0.373
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,9436,3682,0.39
League Averages,Mid-Range,Right Side(R),16-24 ft.,8619,3290,0.382
League Averages,Mid-Range,Right Side(R),8-16 ft.,10735,3904,0.364
League Averages,Restricted Area,Center(C),Less Than 8 ft.,59358,34542,0.582
League Averages,Right Corner 3,Right Side(R),24+ ft.,4499,1691,0.376
