GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON,assisted
Shot Chart Detail,29900005,111,0,Opponent,1610612753,Orlando Magic,2,11,16,Made Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,25,-1,250,1,1,19991102,CHH,ORL,29900005111,|1088|1723|1894|423|680,1
Shot Chart Detail,29900005,117,0,Opponent,1610612753,Orlando Magic,2,10,26,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,14,83,115,1,0,19991102,CHH,ORL,29900005117,|1088|1723|1894|423|680,0
Shot Chart Detail,29900005,127,0,Opponent,1610612753,Orlando Magic,2,9,32,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,8,-87,-1,1,0,19991102,CHH,ORL,29900005127,|1088|1723|1727|1894|423,0
Shot Chart Detail,29900005,131,0,Opponent,1610612753,Orlando Magic,2,9,9,Missed Shot,Jump Shot,,Mid-Range,Center(C),8-16 ft.,15,68,139,1,0,19991102,CHH,ORL,29900005131,|1088|1723|1727|1894|423,0
Shot Chart Detail,29900005,135,0,Opponent,1610612753,Orlando Magic,2,8,55,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,15,-139,59,1,0,19991102,CHH,ORL,29900005135,|1088|1723|1727|1894|423,0
Shot Chart Detail,29900005,139,0,Opponent,1610612753,Orlando Magic,2,8,36,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19991102,CHH,ORL,29900005139,|1088|1723|1727|1894|423,0
Shot Chart Detail,29900005,140,0,Opponent,1610612753,Orlando Magic,2,8,35,Made Shot,Tip Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19991102,CHH,ORL,29900005140,|1088|1723|1727|1894|423,0
Shot Chart Detail,29900005,149,0,Opponent,1610612753,Orlando Magic,2,7,51,Missed Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19991102,CHH,ORL,29900005149,|1088|1720|1727|1894|448,0
Shot Chart Detail,29900005,156,0,Opponent,1610612753,Orlando Magic,2,6,54,Made Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,17,-117,128,1,1,19991102,CHH,ORL,29900005156,|1088|1720|1727|1894|448,1
Shot Chart Detail,29900005,370,0,Opponent,1610612753,Orlando Magic,3,2,1,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,24,203,132,1,0,19991102,CHH,ORL,29900005370,|1088|1723|1727|423,0
Shot Chart Detail,29900005,386,0,Opponent,1610612753,Orlando Magic,3,1,12,Made Shot,Jump Shot,,Left Corner 3,Left Side(L),24+ ft.,23,-231,18,1,1,19991102,CHH,ORL,29900005386,|1088|1727|1894|423,1
Shot Chart Detail,29900005,397,0,Opponent,1610612753,Orlando Magic,3,0,2,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,139,1,0,19991102,CHH,ORL,29900005397,|1088|1727|1894|423,0
Shot Chart Detail,29900005,402,0,Opponent,1610612753,Orlando Magic,4,11,42,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),8-16 ft.,9,-38,87,1,0,19991102,CHH,ORL,29900005402,|1088|1720|423|448,0
Shot Chart Detail,29900005,410,0,Opponent,1610612753,Orlando Magic,4,10,40,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,160,1,0,19991102,CHH,ORL,29900005410,|1088|1720|423|448,0
Shot Chart Detail,29900005,412,0,Opponent,1610612753,Orlando Magic,4,10,25,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,8,-87,18,1,0,19991102,CHH,ORL,29900005412,|1088|1720|423|448,0
Shot Chart Detail,29900005,419,0,Opponent,1610612753,Orlando Magic,4,9,36,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),16-24 ft.,16,-160,-1,1,0,19991102,CHH,ORL,29900005419,|1088|1720|423|448,0
Shot Chart Detail,29900005,423,0,Opponent,1610612753,Orlando Magic,4,9,16,Made Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,25,147,205,1,1,19991102,CHH,ORL,29900005423,|1088|1720|423|448,1
Shot Chart Detail,29900005,425,0,Opponent,1610612753,Orlando Magic,4,8,40,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-188,166,1,1,19991102,CHH,ORL,29900005425,|1088|1720|423|448,1
Shot Chart Detail,29900005,428,0,Opponent,1610612753,Orlando Magic,4,8,13,Made Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,21,196,87,1,1,19991102,CHH,ORL,29900005428,|1088|1720|423|448,1
