GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,8,1,0.125
League Averages,Above the Break 3,Center(C),24+ ft.,470,162,0.345
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,853,310,0.363
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,831,288,0.347
League Averages,Backcourt,Back Court(BC),Back Court Shot,28,0,0.0
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,380,157,0.413
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1301,534,0.41
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,183,72,0.393
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,155,55,0.355
League Averages,Left Corner 3,Left Side(L),24+ ft.,406,156,0.384
League Averages,Mid-Range,Center(C),16-24 ft.,520,206,0.396
League Averages,Mid-Range,Center(C),8-16 ft.,135,60,0.444
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,602,226,0.375
League Averages,Mid-Range,Left Side(L),16-24 ft.,685,255,0.372
League Averages,Mid-Range,Left Side(L),8-16 ft.,859,296,0.345
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,611,233,0.381
League Averages,Mid-Range,Right Side(R),16-24 ft.,618,232,0.375
League Averages,Mid-Range,Right Side(R),8-16 ft.,740,260,0.351
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4216,2453,0.582
League Averages,Right Corner 3,Right Side(R),24+ ft.,404,148,0.366
