GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,485,149,0.307
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,903,308,0.341
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,771,276,0.358
League Averages,Backcourt,Back Court(BC),Back Court Shot,36,0,0.0
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,467,197,0.422
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,891,369,0.414
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,140,64,0.457
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,172,72,0.419
League Averages,Left Corner 3,Left Side(L),24+ ft.,422,165,0.391
League Averages,Mid-Range,Center(C),16-24 ft.,486,183,0.377
League Averages,Mid-Range,Center(C),8-16 ft.,128,54,0.422
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,638,243,0.381
League Averages,Mid-Range,Left Side(L),16-24 ft.,715,268,0.375
League Averages,Mid-Range,Left Side(L),8-16 ft.,714,273,0.382
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,625,269,0.43
League Averages,Mid-Range,Right Side(R),16-24 ft.,581,225,0.387
League Averages,Mid-Range,Right Side(R),8-16 ft.,531,190,0.358
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4260,2475,0.581
League Averages,Right Corner 3,Right Side(R),24+ ft.,382,153,0.401
