GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,32,3,0.094
League Averages,Above the Break 3,Center(C),24+ ft.,15734,5617,0.357
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,24930,8949,0.359
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,23074,8370,0.363
League Averages,Backcourt,Back Court(BC),Back Court Shot,433,8,0.018
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,12413,5657,0.456
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,25865,11215,0.434
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,2262,1012,0.447
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,2549,1098,0.431
League Averages,Left Corner 3,Left Side(L),24+ ft.,11523,4448,0.386
League Averages,Mid-Range,Center(C),16-24 ft.,3435,1464,0.426
League Averages,Mid-Range,Center(C),8-16 ft.,2036,946,0.465
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,3125,1261,0.404
League Averages,Mid-Range,Left Side(L),16-24 ft.,1284,527,0.41
League Averages,Mid-Range,Left Side(L),8-16 ft.,4885,2035,0.417
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,3491,1365,0.391
League Averages,Mid-Range,Right Side(R),16-24 ft.,1229,493,0.401
League Averages,Mid-Range,Right Side(R),8-16 ft.,5105,2202,0.431
League Averages,Restricted Area,Center(C),Less Than 8 ft.,64669,42884,0.663
League Averages,Right Corner 3,Right Side(R),24+ ft.,10627,4185,0.394
