GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,3,1,0.333
League Averages,Above the Break 3,Center(C),24+ ft.,817,264,0.323
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,1238,428,0.346
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,1129,411,0.364
League Averages,Backcourt,Back Court(BC),Back Court Shot,39,0,0.0
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,569,242,0.425
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1259,455,0.361
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,149,60,0.403
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,136,64,0.471
League Averages,Left Corner 3,Left Side(L),24+ ft.,618,225,0.364
League Averages,Mid-Range,Center(C),16-24 ft.,385,157,0.408
League Averages,Mid-Range,Center(C),8-16 ft.,173,67,0.387
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,435,162,0.372
League Averages,Mid-Range,Left Side(L),16-24 ft.,298,129,0.433
League Averages,Mid-Range,Left Side(L),8-16 ft.,613,244,0.398
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,549,206,0.375
League Averages,Mid-Range,Right Side(R),16-24 ft.,309,117,0.379
League Averages,Mid-Range,Right Side(R),8-16 ft.,517,201,0.389
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4470,2611,0.584
League Averages,Right Corner 3,Right Side(R),24+ ft.,579,240,0.415
