GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,6,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,483,159,0.329
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,843,282,0.335
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,909,319,0.351
League Averages,Backcourt,Back Court(BC),Back Court Shot,34,0,0.0
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1066,460,0.432
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,383,161,0.42
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,152,61,0.401
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,179,79,0.441
League Averages,Left Corner 3,Left Side(L),24+ ft.,434,167,0.385
League Averages,Mid-Range,Center(C),16-24 ft.,448,191,0.426
League Averages,Mid-Range,Center(C),8-16 ft.,137,66,0.482
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,524,221,0.422
League Averages,Mid-Range,Left Side(L),16-24 ft.,521,199,0.382
League Averages,Mid-Range,Left Side(L),8-16 ft.,584,252,0.432
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,605,247,0.408
League Averages,Mid-Range,Right Side(R),8-16 ft.,452,169,0.374
League Averages,Mid-Range,Right Side(R),16-24 ft.,471,176,0.374
League Averages,Restricted Area,Center(C),Less Than 8 ft.,4117,2406,0.584
League Averages,Right Corner 3,Right Side(R),24+ ft.,403,161,0.4
