GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,129,3,0.023
League Averages,Above the Break 3,Center(C),24+ ft.,6849,2374,0.347
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,12540,4481,0.357
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,12323,4426,0.359
League Averages,Backcourt,Back Court(BC),Back Court Shot,468,10,0.021
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,6435,2577,0.4
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,15001,6210,0.414
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,2249,880,0.391
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,2226,918,0.412
League Averages,Left Corner 3,Left Side(L),24+ ft.,6340,2479,0.391
League Averages,Mid-Range,Center(C),16-24 ft.,8386,3433,0.409
League Averages,Mid-Range,Center(C),8-16 ft.,1688,721,0.427
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,10377,4195,0.404
League Averages,Mid-Range,Left Side(L),16-24 ft.,9213,3787,0.411
League Averages,Mid-Range,Left Side(L),8-16 ft.,8623,3268,0.379
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,10936,4413,0.404
League Averages,Mid-Range,Right Side(R),16-24 ft.,8205,3428,0.418
League Averages,Mid-Range,Right Side(R),8-16 ft.,8558,3283,0.384
League Averages,Restricted Area,Center(C),Less Than 8 ft.,64133,38456,0.6
League Averages,Right Corner 3,Right Side(R),24+ ft.,5822,2327,0.4
