index,SHOT_DISTANCE,FGA,FGM
741,0,3372,2038
742,1,357,193
743,2,186,75
744,3,133,63
745,4,185,85
746,5,243,106
747,6,263,105
748,7,291,131
749,8,239,97
750,9,243,111
751,10,195,79
752,11,224,98
753,12,204,73
754,13,234,92
755,14,264,112
756,15,348,155
757,16,435,179
758,17,473,192
759,18,526,207
760,19,528,220
761,20,453,170
762,21,280,105
763,22,406,169
764,23,566,216
765,24,982,365
766,25,885,317
767,26,357,119
768,27,111,37
769,28,46,10
770,29,21,5
771,30,8,2
772,31,7,0
773,32,4,2
774,33,2,0
775,34,1,0
776,35,3,0
777,36,3,1
778,38,4,0
779,39,2,0
780,40,3,0
781,41,4,1
782,42,3,0
783,43,1,0
784,44,3,0
785,46,1,0
786,49,4,0
787,50,3,0
788,51,1,0
789,52,1,0
790,53,1,0
791,54,2,0
792,55,3,0
793,56,2,0
794,57,3,0
795,58,2,0
796,59,2,0
797,60,3,0
798,61,3,0
799,63,1,0
800,64,1,0
801,65,2,0
802,66,1,1
803,67,1,0
804,70,1,0
805,71,1,0
806,79,2,0
