index,SHOT_DISTANCE,FGA,FGM
610,0,2973,1824
611,1,420,241
612,2,253,123
613,3,145,55
614,4,142,56
615,5,176,71
616,6,250,106
617,7,270,103
618,8,226,89
619,9,219,80
620,10,182,66
621,11,216,85
622,12,217,79
623,13,246,89
624,14,314,130
625,15,404,146
626,16,505,190
627,17,500,192
628,18,532,184
629,19,470,212
630,20,345,147
631,21,225,92
632,22,343,141
633,23,614,234
634,24,970,352
635,25,704,220
636,26,233,78
637,27,60,19
638,28,10,2
639,29,9,1
640,30,3,0
641,31,1,1
642,32,2,1
643,33,2,0
644,34,3,0
645,35,1,0
646,36,2,0
647,37,1,0
648,38,4,0
649,39,4,0
650,40,3,0
651,41,2,0
652,42,2,0
653,44,2,0
654,46,2,0
655,48,2,1
656,50,2,0
657,51,3,0
658,52,1,0
659,53,1,0
660,54,1,0
661,55,2,0
662,56,1,0
663,57,2,0
664,58,3,0
665,59,2,0
666,62,1,0
667,63,1,0
668,65,1,0
669,69,1,0
670,70,1,0
671,71,1,0
672,77,1,0
673,81,1,0
674,87,1,0
