index,SHOT_DISTANCE,FGA,FGM
242,0,2704,1660
243,1,180,72
244,2,115,39
245,3,167,61
246,4,231,78
247,5,279,83
248,6,292,108
249,7,327,119
250,8,279,102
251,9,293,107
252,10,282,117
253,11,299,116
254,12,276,113
255,13,350,120
256,14,423,164
257,15,474,176
258,16,495,181
259,17,499,181
260,18,428,167
261,19,380,158
262,20,251,102
263,21,164,70
264,22,256,107
265,23,296,133
266,24,640,230
267,25,511,176
268,26,273,102
269,27,111,31
270,28,43,8
271,29,19,2
272,30,4,0
273,31,3,0
274,32,4,0
275,33,4,0
276,34,3,0
277,35,1,0
278,36,4,0
279,38,1,0
280,39,1,0
281,40,4,0
282,41,2,0
283,43,1,0
284,44,1,0
285,48,1,0
286,49,1,0
287,52,2,0
288,53,2,0
289,56,1,0
290,58,1,0
291,59,1,0
292,60,2,0
293,61,2,0
294,62,1,0
295,64,1,0
296,65,1,0
297,68,1,0
298,71,1,0
299,72,1,0
300,75,1,0
301,76,1,0
302,78,1,0
303,83,1,0
304,85,1,0
