index,SHOT_DISTANCE,FGA,FGM
171,0,27858,17335
172,1,2956,1911
173,2,2161,904
174,3,2127,743
175,4,2948,1025
176,5,2968,1068
177,6,2975,1039
178,7,3189,1163
179,8,2621,969
180,9,2285,790
181,10,2356,828
182,11,2479,917
183,12,2438,878
184,13,3102,1110
185,14,3600,1382
186,15,3869,1473
187,16,4512,1740
188,17,5001,1923
189,18,4227,1599
190,19,4056,1625
191,20,3272,1314
192,21,1954,794
193,22,2585,1047
194,23,2815,1047
195,24,5859,2100
196,25,5396,1781
197,26,2165,690
198,27,713,225
199,28,266,72
200,29,110,21
201,30,55,8
202,31,36,6
203,32,26,5
204,33,19,3
205,34,14,0
206,35,15,0
207,36,15,1
208,37,14,1
209,38,14,1
210,39,30,1
211,40,46,0
212,41,26,1
213,42,19,2
214,43,15,1
215,44,17,1
216,45,13,2
217,46,9,0
218,47,8,0
219,48,5,1
220,49,7,1
221,50,7,0
222,51,5,0
223,52,5,0
224,53,5,0
225,54,7,0
226,55,9,0
227,56,1,0
228,57,4,0
229,58,7,0
230,59,3,0
231,60,8,0
232,61,3,0
233,62,6,0
234,63,5,0
235,64,4,0
236,65,1,0
237,66,1,0
238,68,3,0
239,69,2,0
240,70,5,1
241,71,2,0
242,72,1,0
243,75,2,0
244,78,2,0
245,79,3,0
246,80,1,0
247,81,2,0
248,82,3,0
249,84,1,0
250,85,1,0
251,86,1,0
252,87,1,0
