index,SHOT_DISTANCE,FGA,FGM
1707,0,953,723
1708,1,1257,887
1709,2,1058,599
1710,3,674,328
1711,4,441,180
1712,5,387,162
1713,6,309,135
1714,7,326,140
1715,8,315,138
1716,9,257,106
1717,10,280,137
1718,11,263,123
1719,12,258,128
1720,13,229,101
1721,14,264,116
1722,15,242,102
1723,16,214,97
1724,17,185,87
1725,18,152,61
1726,19,121,47
1727,20,83,35
1728,21,55,31
1729,22,457,153
1730,23,838,311
1731,24,647,243
1732,25,1453,522
1733,26,1069,390
1734,27,565,184
1735,28,224,68
1736,29,99,30
1737,30,54,13
1738,31,29,7
1739,32,16,7
1740,33,5,0
1741,34,4,3
1742,35,3,1
1743,36,1,0
1744,39,4,1
1745,40,2,0
1746,41,1,0
1747,42,2,0
1748,43,2,0
1749,44,1,0
1750,45,1,0
1751,46,2,1
1752,47,3,0
1753,48,5,1
1754,49,1,0
1755,50,1,0
1756,51,4,0
1757,52,1,0
1758,53,2,0
1759,54,3,0
1760,55,2,1
1761,56,3,0
1762,57,2,0
1763,58,1,0
1764,61,1,0
1765,63,1,0
1766,64,1,0
1767,66,1,0
1768,68,2,0
1769,70,1,0
1770,72,1,0
1771,78,1,0
1772,84,1,0
