index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
1541,16-24 ft.,16,6272,2590
1542,16-24 ft.,17,7189,2930
1543,16-24 ft.,18,7355,2934
1544,16-24 ft.,19,7036,2715
1545,16-24 ft.,20,5536,2123
1546,16-24 ft.,21,3454,1232
1547,16-24 ft.,22,1689,639
1548,16-24 ft.,23,358,121
1549,24+ ft.,22,3494,1361
1550,24+ ft.,23,8237,3225
1551,24+ ft.,24,13473,5021
1552,24+ ft.,25,13922,4955
1553,24+ ft.,26,6141,2128
1554,24+ ft.,27,1989,638
1555,24+ ft.,28,612,166
1556,24+ ft.,29,230,46
1557,24+ ft.,30,83,17
1558,24+ ft.,31,63,10
1559,24+ ft.,32,35,4
1560,24+ ft.,33,36,6
1561,24+ ft.,34,31,0
1562,24+ ft.,35,24,4
1563,24+ ft.,36,25,0
1564,24+ ft.,37,19,0
1565,24+ ft.,38,28,1
1566,24+ ft.,39,48,2
1567,24+ ft.,40,23,2
1568,24+ ft.,41,13,0
1569,24+ ft.,42,16,1
1570,24+ ft.,43,14,2
1571,24+ ft.,44,5,1
1572,24+ ft.,45,2,0
1573,8-16 ft.,8,3676,1471
1574,8-16 ft.,9,3223,1258
1575,8-16 ft.,10,2894,1079
1576,8-16 ft.,11,2891,1148
1577,8-16 ft.,12,2964,1101
1578,8-16 ft.,13,3430,1392
1579,8-16 ft.,14,4157,1651
1580,8-16 ft.,15,5189,2131
1581,8-16 ft.,16,24,7
1582,Back Court Shot,40,16,0
1583,Back Court Shot,41,19,0
1584,Back Court Shot,42,6,2
1585,Back Court Shot,43,15,0
1586,Back Court Shot,44,18,1
1587,Back Court Shot,45,24,0
1588,Back Court Shot,46,27,0
1589,Back Court Shot,47,23,0
1590,Back Court Shot,48,17,0
1591,Back Court Shot,49,20,1
1592,Back Court Shot,50,20,1
1593,Back Court Shot,51,26,0
1594,Back Court Shot,52,18,1
1595,Back Court Shot,53,16,1
1596,Back Court Shot,54,18,0
1597,Back Court Shot,55,9,0
1598,Back Court Shot,56,14,1
1599,Back Court Shot,57,13,0
1600,Back Court Shot,58,15,1
1601,Back Court Shot,59,6,0
1602,Back Court Shot,60,6,0
1603,Back Court Shot,61,4,0
1604,Back Court Shot,62,12,0
1605,Back Court Shot,63,8,0
1606,Back Court Shot,64,6,0
1607,Back Court Shot,65,9,0
1608,Back Court Shot,66,5,0
1609,Back Court Shot,67,8,1
1610,Back Court Shot,68,6,0
1611,Back Court Shot,69,11,0
1612,Back Court Shot,70,15,0
1613,Back Court Shot,71,6,0
1614,Back Court Shot,72,5,0
1615,Back Court Shot,73,2,0
1616,Back Court Shot,74,5,0
1617,Back Court Shot,75,4,0
1618,Back Court Shot,76,5,0
1619,Back Court Shot,77,4,0
1620,Back Court Shot,78,5,0
1621,Back Court Shot,79,2,0
1622,Back Court Shot,80,5,0
1623,Back Court Shot,81,4,0
1624,Back Court Shot,82,2,0
1625,Back Court Shot,83,1,0
1626,Back Court Shot,84,2,0
1627,Back Court Shot,85,3,0
1628,Back Court Shot,86,1,0
1629,Less Than 8 ft.,0,19073,14022
1630,Less Than 8 ft.,1,24107,15244
1631,Less Than 8 ft.,2,15883,8032
1632,Less Than 8 ft.,3,7072,2690
1633,Less Than 8 ft.,4,5417,1940
1634,Less Than 8 ft.,5,4854,1847
1635,Less Than 8 ft.,6,4603,1703
1636,Less Than 8 ft.,7,4154,1668
1637,Less Than 8 ft.,8,30,7
