index,SHOT_DISTANCE,FGA,FGM
2307,0,16081,12297
2308,1,19093,13913
2309,2,17558,10637
2310,3,11937,6037
2311,4,8166,3623
2312,5,6823,2925
2313,6,5855,2482
2314,7,5000,2172
2315,8,4256,1821
2316,9,4050,1784
2317,10,3897,1722
2318,11,3922,1771
2319,12,3735,1641
2320,13,3312,1488
2321,14,3075,1362
2322,15,3021,1373
2323,16,2879,1201
2324,17,2601,1071
2325,18,2268,909
2326,19,1879,782
2327,20,1349,557
2328,21,859,317
2329,22,7356,2888
2330,23,12386,4840
2331,24,11437,4268
2332,25,23287,8546
2333,26,17813,6431
2334,27,8015,2825
2335,28,3326,1171
2336,29,1437,465
2337,30,703,210
2338,31,314,88
2339,32,181,53
2340,33,114,30
2341,34,65,10
2342,35,47,7
2343,36,24,3
2344,37,28,4
2345,38,32,1
2346,39,21,2
2347,40,25,2
2348,41,14,1
2349,42,16,0
2350,43,23,0
2351,44,23,3
2352,45,19,1
2353,46,27,0
2354,47,21,0
2355,48,29,0
2356,49,22,1
2357,50,17,1
2358,51,11,0
2359,52,23,0
2360,53,22,0
2361,54,18,0
2362,55,13,0
2363,56,15,0
2364,57,16,0
2365,58,16,1
2366,59,11,0
2367,60,15,0
2368,61,5,1
2369,62,9,1
2370,63,9,0
2371,64,9,0
2372,65,8,0
2373,66,6,0
2374,67,10,0
2375,68,6,0
2376,69,5,0
2377,70,3,0
2378,71,4,0
2379,72,6,0
2380,73,3,0
2381,74,1,0
2382,75,2,0
2383,76,4,0
2384,77,3,0
2385,78,2,0
2386,79,3,0
2387,80,1,0
2388,81,2,0
2389,84,2,0
