index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
535,16-24 ft.,16,524,205
536,16-24 ft.,17,580,225
537,16-24 ft.,18,480,171
538,16-24 ft.,19,387,161
539,16-24 ft.,20,273,117
540,16-24 ft.,21,196,81
541,16-24 ft.,22,101,47
542,16-24 ft.,23,17,7
543,24+ ft.,22,182,71
544,24+ ft.,23,506,192
545,24+ ft.,24,934,348
546,24+ ft.,25,770,278
547,24+ ft.,26,337,114
548,24+ ft.,27,73,14
549,24+ ft.,28,16,4
550,24+ ft.,29,4,0
551,24+ ft.,30,2,1
552,24+ ft.,31,5,2
553,24+ ft.,34,1,0
554,24+ ft.,35,1,0
555,24+ ft.,36,1,0
556,24+ ft.,37,1,0
557,24+ ft.,39,1,0
558,24+ ft.,40,1,0
559,24+ ft.,41,3,0
560,24+ ft.,43,3,0
561,24+ ft.,44,2,0
562,8-16 ft.,8,333,131
563,8-16 ft.,9,256,113
564,8-16 ft.,10,224,83
565,8-16 ft.,11,206,95
566,8-16 ft.,12,242,97
567,8-16 ft.,13,296,129
568,8-16 ft.,14,374,139
569,8-16 ft.,15,446,179
570,8-16 ft.,16,2,1
571,Back Court Shot,39,1,0
572,Back Court Shot,40,3,1
573,Back Court Shot,41,6,1
574,Back Court Shot,42,1,0
575,Back Court Shot,43,2,0
576,Back Court Shot,44,1,0
577,Back Court Shot,46,1,1
578,Back Court Shot,47,1,0
579,Back Court Shot,48,3,0
580,Back Court Shot,49,1,0
581,Back Court Shot,50,5,0
582,Back Court Shot,51,1,1
583,Back Court Shot,52,2,0
584,Back Court Shot,55,1,0
585,Back Court Shot,57,1,0
586,Back Court Shot,60,1,0
587,Back Court Shot,61,1,0
588,Back Court Shot,62,1,0
589,Back Court Shot,63,3,0
590,Back Court Shot,64,1,0
591,Back Court Shot,67,1,0
592,Back Court Shot,68,1,1
593,Back Court Shot,70,1,0
594,Back Court Shot,72,1,0
595,Back Court Shot,74,1,0
596,Back Court Shot,76,1,0
597,Less Than 8 ft.,0,3149,1911
598,Less Than 8 ft.,1,551,323
599,Less Than 8 ft.,2,350,155
600,Less Than 8 ft.,3,259,91
601,Less Than 8 ft.,4,270,113
602,Less Than 8 ft.,5,310,140
603,Less Than 8 ft.,6,299,105
604,Less Than 8 ft.,7,276,108
605,Less Than 8 ft.,8,2,1
