index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
199,16-24 ft.,16,473,189
200,16-24 ft.,17,453,184
201,16-24 ft.,18,392,160
202,16-24 ft.,19,380,152
203,16-24 ft.,20,317,119
204,16-24 ft.,21,212,84
205,16-24 ft.,22,126,54
206,16-24 ft.,23,37,15
207,24+ ft.,22,200,82
208,24+ ft.,23,337,130
209,24+ ft.,24,707,264
210,24+ ft.,25,544,188
211,24+ ft.,26,188,72
212,24+ ft.,27,103,18
213,24+ ft.,28,28,8
214,24+ ft.,29,12,1
215,24+ ft.,30,5,2
216,24+ ft.,31,6,1
217,24+ ft.,32,2,0
218,24+ ft.,33,6,0
219,24+ ft.,34,2,1
220,24+ ft.,35,1,0
221,24+ ft.,37,5,0
222,24+ ft.,38,1,0
223,24+ ft.,39,5,0
224,24+ ft.,40,3,1
225,24+ ft.,41,1,0
226,24+ ft.,42,1,0
227,24+ ft.,44,2,0
228,8-16 ft.,8,308,113
229,8-16 ft.,9,269,93
230,8-16 ft.,10,225,84
231,8-16 ft.,11,281,96
232,8-16 ft.,12,264,95
233,8-16 ft.,13,333,103
234,8-16 ft.,14,363,151
235,8-16 ft.,15,422,144
236,Back Court Shot,39,1,0
237,Back Court Shot,40,4,0
238,Back Court Shot,41,2,0
239,Back Court Shot,42,2,0
240,Back Court Shot,43,2,0
241,Back Court Shot,48,1,0
242,Back Court Shot,50,1,0
243,Back Court Shot,51,1,0
244,Back Court Shot,52,1,0
245,Back Court Shot,54,1,0
246,Back Court Shot,55,1,0
247,Back Court Shot,56,1,0
248,Back Court Shot,57,3,0
249,Back Court Shot,58,1,0
250,Back Court Shot,60,2,0
251,Back Court Shot,61,1,0
252,Back Court Shot,62,1,0
253,Back Court Shot,63,1,0
254,Back Court Shot,64,1,0
255,Back Court Shot,66,2,0
256,Back Court Shot,67,1,0
257,Back Court Shot,69,1,0
258,Back Court Shot,75,1,0
259,Back Court Shot,79,1,0
260,Less Than 8 ft.,0,2577,1630
261,Less Than 8 ft.,1,238,160
262,Less Than 8 ft.,2,175,75
263,Less Than 8 ft.,3,198,66
264,Less Than 8 ft.,4,318,125
265,Less Than 8 ft.,5,303,115
266,Less Than 8 ft.,6,362,131
267,Less Than 8 ft.,7,351,135
