index,SHOT_DISTANCE,FGA,FGM
121,0,2230,1338
122,1,194,124
123,2,202,106
124,3,202,83
125,4,281,105
126,5,283,97
127,6,270,106
128,7,308,118
129,8,276,89
130,9,249,85
131,10,198,67
132,11,227,77
133,12,225,88
134,13,276,111
135,14,343,139
136,15,339,134
137,16,382,152
138,17,400,142
139,18,310,124
140,19,317,120
141,20,264,106
142,21,164,61
143,22,285,107
144,23,274,93
145,24,588,203
146,25,452,129
147,26,171,63
148,27,50,14
149,28,31,7
150,29,7,1
151,30,5,2
152,31,4,1
153,32,3,0
154,33,2,0
155,35,4,0
156,36,2,0
157,37,1,0
158,39,3,0
159,40,6,1
160,41,2,0
161,42,1,0
162,43,7,0
163,44,1,0
164,45,1,0
165,46,3,0
166,48,1,0
167,49,1,0
168,50,1,0
169,52,1,0
170,53,2,0
171,55,1,0
172,56,1,0
173,57,1,0
174,60,1,0
175,61,1,0
176,65,1,0
177,67,1,0
178,86,1,0
