index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
767,16-24 ft.,16,7925,3101
768,16-24 ft.,17,8845,3501
769,16-24 ft.,18,8780,3518
770,16-24 ft.,19,7850,3094
771,16-24 ft.,20,6268,2504
772,16-24 ft.,21,4301,1790
773,16-24 ft.,22,2199,969
774,16-24 ft.,23,490,194
775,24+ ft.,22,3057,1219
776,24+ ft.,23,6749,2578
777,24+ ft.,24,12170,4637
778,24+ ft.,25,10249,3585
779,24+ ft.,26,4009,1278
780,24+ ft.,27,1090,322
781,24+ ft.,28,296,73
782,24+ ft.,29,99,16
783,24+ ft.,30,60,8
784,24+ ft.,31,39,3
785,24+ ft.,32,34,5
786,24+ ft.,33,28,2
787,24+ ft.,34,33,2
788,24+ ft.,35,24,1
789,24+ ft.,36,28,2
790,24+ ft.,37,40,0
791,24+ ft.,38,33,3
792,24+ ft.,39,38,2
793,24+ ft.,40,35,0
794,24+ ft.,41,27,2
795,24+ ft.,42,22,1
796,24+ ft.,43,19,0
797,24+ ft.,44,11,1
798,24+ ft.,45,3,0
799,8-16 ft.,8,3556,1382
800,8-16 ft.,9,3383,1270
801,8-16 ft.,10,3029,1145
802,8-16 ft.,11,3094,1124
803,8-16 ft.,12,3438,1281
804,8-16 ft.,13,4026,1564
805,8-16 ft.,14,5343,2084
806,8-16 ft.,15,6552,2552
807,8-16 ft.,16,10,7
808,Back Court Shot,39,5,0
809,Back Court Shot,40,26,1
810,Back Court Shot,41,23,0
811,Back Court Shot,42,12,0
812,Back Court Shot,43,21,1
813,Back Court Shot,44,20,0
814,Back Court Shot,45,20,0
815,Back Court Shot,46,20,1
816,Back Court Shot,47,19,0
817,Back Court Shot,48,22,0
818,Back Court Shot,49,27,0
819,Back Court Shot,50,20,0
820,Back Court Shot,51,14,0
821,Back Court Shot,52,13,1
822,Back Court Shot,53,13,1
823,Back Court Shot,54,14,0
824,Back Court Shot,55,14,0
825,Back Court Shot,56,18,0
826,Back Court Shot,57,9,0
827,Back Court Shot,58,13,0
828,Back Court Shot,59,11,0
829,Back Court Shot,60,9,0
830,Back Court Shot,61,15,0
831,Back Court Shot,62,8,0
832,Back Court Shot,63,4,0
833,Back Court Shot,64,5,0
834,Back Court Shot,65,8,0
835,Back Court Shot,66,8,0
836,Back Court Shot,67,6,0
837,Back Court Shot,68,5,0
838,Back Court Shot,69,6,0
839,Back Court Shot,70,8,0
840,Back Court Shot,71,5,0
841,Back Court Shot,72,4,0
842,Back Court Shot,73,3,0
843,Back Court Shot,74,2,0
844,Back Court Shot,75,5,0
845,Back Court Shot,76,5,0
846,Back Court Shot,77,3,0
847,Back Court Shot,79,2,0
848,Back Court Shot,80,1,0
849,Back Court Shot,81,1,0
850,Back Court Shot,83,5,0
851,Back Court Shot,84,2,0
852,Back Court Shot,85,1,0
853,Back Court Shot,87,1,0
854,Back Court Shot,88,1,0
855,Back Court Shot,89,1,0
856,Less Than 8 ft.,0,52009,31128
857,Less Than 8 ft.,1,4447,2896
858,Less Than 8 ft.,2,3620,1779
859,Less Than 8 ft.,3,3087,1171
860,Less Than 8 ft.,4,3983,1575
861,Less Than 8 ft.,5,4340,1754
862,Less Than 8 ft.,6,4360,1677
863,Less Than 8 ft.,7,4002,1623
864,Less Than 8 ft.,8,18,7
