index,SHOT_DISTANCE,FGA,FGM
1455,0,18070,13333
1456,1,24088,15442
1457,2,16575,8549
1458,3,7283,2835
1459,4,5685,2161
1460,5,5268,2075
1461,6,4945,1894
1462,7,4221,1668
1463,8,3661,1432
1464,9,3251,1262
1465,10,2972,1176
1466,11,2926,1138
1467,12,2986,1181
1468,13,3286,1325
1469,14,4176,1665
1470,15,4999,2072
1471,16,6145,2446
1472,17,6856,2804
1473,18,7086,2835
1474,19,6535,2603
1475,20,5275,2022
1476,21,3155,1170
1477,22,5054,1909
1478,23,8445,3288
1479,24,14972,5712
1480,25,15839,5610
1481,26,6558,2217
1482,27,1978,645
1483,28,581,164
1484,29,226,50
1485,30,106,29
1486,31,52,13
1487,32,42,7
1488,33,41,5
1489,34,36,1
1490,35,22,3
1491,36,31,2
1492,37,24,0
1493,38,27,0
1494,39,49,3
1495,40,53,1
1496,41,47,2
1497,42,24,1
1498,43,12,0
1499,44,26,0
1500,45,24,1
1501,46,28,2
1502,47,30,2
1503,48,25,0
1504,49,35,3
1505,50,25,2
1506,51,22,1
1507,52,26,0
1508,53,15,0
1509,54,10,0
1510,55,17,0
1511,56,14,1
1512,57,13,1
1513,58,12,0
1514,59,10,0
1515,60,8,1
1516,61,7,0
1517,62,5,1
1518,63,9,0
1519,64,5,0
1520,65,4,0
1521,66,10,0
1522,67,4,0
1523,68,11,0
1524,69,7,1
1525,70,10,0
1526,71,5,0
1527,72,4,0
1528,73,2,0
1529,74,4,0
1530,75,5,0
1531,76,2,0
1532,77,3,0
1533,78,3,0
1534,79,8,0
1535,80,5,0
1536,81,4,0
1537,83,2,0
1538,85,1,0
1539,86,3,0
