index,SHOT_DISTANCE,FGA,FGM
0,0,3519,1986
1,1,13,1
2,2,48,17
3,3,149,55
4,4,236,102
5,5,252,110
6,6,263,112
7,7,276,111
8,8,230,94
9,9,205,75
10,10,215,83
11,11,229,76
12,12,249,118
13,13,249,94
14,14,315,134
15,15,373,126
16,16,342,147
17,17,338,137
18,18,283,109
19,19,241,108
20,20,128,63
21,21,44,11
22,22,719,263
23,23,1270,449
24,24,527,174
25,25,108,42
26,26,32,16
27,27,11,5
28,28,6,2
29,29,7,1
30,30,3,0
31,31,3,1
32,32,3,0
33,33,3,0
34,34,2,0
35,35,2,0
36,36,2,1
37,37,2,0
38,38,5,0
39,39,5,0
40,40,7,1
41,42,3,0
42,43,3,0
43,44,1,0
44,45,2,0
45,46,2,1
46,48,1,0
47,49,1,0
48,50,1,0
49,52,2,0
50,53,1,0
51,54,2,0
52,55,4,0
53,56,3,0
54,57,2,0
55,58,1,0
56,60,1,0
57,61,1,0
58,62,1,0
59,63,1,0
60,67,1,0
61,68,1,0
62,69,1,0
