index,SHOT_DISTANCE,FGA,FGM
856,0,53103,32538
857,1,4543,2946
858,2,3890,2046
859,3,2956,1177
860,4,3821,1632
861,5,4116,1741
862,6,4325,1723
863,7,3943,1592
864,8,3464,1408
865,9,3034,1267
866,10,2770,1012
867,11,2835,1127
868,12,2891,1114
869,13,3456,1337
870,14,4497,1816
871,15,5788,2303
872,16,7432,2973
873,17,8022,3201
874,18,8459,3439
875,19,8137,3259
876,20,6389,2622
877,21,4156,1692
878,22,5213,2092
879,23,7347,2818
880,24,12637,4708
881,25,11099,4063
882,26,4798,1599
883,27,1469,423
884,28,400,98
885,29,104,28
886,30,72,12
887,31,41,11
888,32,37,8
889,33,28,6
890,34,26,2
891,35,29,4
892,36,24,3
893,37,21,0
894,38,46,1
895,39,46,1
896,40,69,4
897,41,33,1
898,42,46,3
899,43,33,0
900,44,32,1
901,45,29,0
902,46,24,1
903,47,17,1
904,48,12,0
905,49,27,1
906,50,20,0
907,51,7,0
908,52,20,0
909,53,16,0
910,54,11,0
911,55,15,1
912,56,16,0
913,57,16,0
914,58,15,1
915,59,15,0
916,60,13,0
917,61,8,0
918,62,9,1
919,63,10,0
920,64,10,0
921,65,8,0
922,66,7,0
923,67,1,0
924,68,5,0
925,69,9,2
926,70,7,0
927,71,9,0
928,72,6,0
929,73,2,0
930,74,1,0
931,75,3,0
932,76,4,0
933,77,3,0
934,78,3,0
935,79,3,0
936,80,5,0
937,81,2,0
938,82,2,1
939,84,1,0
940,85,1,0
941,86,1,0
942,87,1,0
943,89,1,0
