index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
1666,16-24 ft.,16,289,120
1667,16-24 ft.,17,228,99
1668,16-24 ft.,18,201,87
1669,16-24 ft.,19,176,74
1670,16-24 ft.,20,132,61
1671,16-24 ft.,21,101,42
1672,16-24 ft.,22,65,26
1673,16-24 ft.,23,22,7
1674,24+ ft.,22,307,120
1675,24+ ft.,23,820,330
1676,24+ ft.,24,755,291
1677,24+ ft.,25,1614,602
1678,24+ ft.,26,1251,437
1679,24+ ft.,27,567,190
1680,24+ ft.,28,264,88
1681,24+ ft.,29,84,30
1682,24+ ft.,30,45,13
1683,24+ ft.,31,34,8
1684,24+ ft.,32,13,1
1685,24+ ft.,33,14,3
1686,24+ ft.,34,4,1
1687,24+ ft.,35,4,2
1688,24+ ft.,36,7,1
1689,24+ ft.,37,4,1
1690,24+ ft.,38,1,1
1691,24+ ft.,39,1,0
1692,24+ ft.,40,1,0
1693,24+ ft.,41,1,0
1694,24+ ft.,42,3,0
1695,8-16 ft.,8,298,145
1696,8-16 ft.,9,314,139
1697,8-16 ft.,10,306,133
1698,8-16 ft.,11,301,129
1699,8-16 ft.,12,339,143
1700,8-16 ft.,13,293,147
1701,8-16 ft.,14,293,133
1702,8-16 ft.,15,295,119
1703,Back Court Shot,41,1,0
1704,Back Court Shot,42,3,0
1705,Back Court Shot,45,1,1
1706,Back Court Shot,46,2,0
1707,Back Court Shot,47,3,0
1708,Back Court Shot,48,2,0
1709,Back Court Shot,49,2,0
1710,Back Court Shot,50,1,0
1711,Back Court Shot,53,1,0
1712,Back Court Shot,54,1,0
1713,Back Court Shot,55,2,0
1714,Back Court Shot,56,2,0
1715,Back Court Shot,57,2,0
1716,Back Court Shot,60,1,0
1717,Back Court Shot,61,1,0
1718,Back Court Shot,63,2,0
1719,Back Court Shot,64,1,0
1720,Back Court Shot,65,1,0
1721,Back Court Shot,67,1,0
1722,Back Court Shot,68,2,0
1723,Back Court Shot,80,1,0
1724,Less Than 8 ft.,0,1110,817
1725,Less Than 8 ft.,1,1203,850
1726,Less Than 8 ft.,2,990,595
1727,Less Than 8 ft.,3,617,286
1728,Less Than 8 ft.,4,398,153
1729,Less Than 8 ft.,5,337,135
1730,Less Than 8 ft.,6,328,133
1731,Less Than 8 ft.,7,305,134
1732,Less Than 8 ft.,8,3,2
