index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
2218,16-24 ft.,16,2826,1191
2219,16-24 ft.,17,2711,1127
2220,16-24 ft.,18,2574,1061
2221,16-24 ft.,19,2336,929
2222,16-24 ft.,20,1807,701
2223,16-24 ft.,21,1248,504
2224,16-24 ft.,22,746,258
2225,16-24 ft.,23,208,68
2226,24+ ft.,22,5144,2015
2227,24+ ft.,23,9212,3600
2228,24+ ft.,24,10498,3826
2229,24+ ft.,25,22004,7849
2230,24+ ft.,26,14276,4996
2231,24+ ft.,27,5947,2040
2232,24+ ft.,28,2334,792
2233,24+ ft.,29,1067,352
2234,24+ ft.,30,500,161
2235,24+ ft.,31,248,78
2236,24+ ft.,32,132,40
2237,24+ ft.,33,96,21
2238,24+ ft.,34,69,17
2239,24+ ft.,35,53,17
2240,24+ ft.,36,43,10
2241,24+ ft.,37,22,1
2242,24+ ft.,38,25,4
2243,24+ ft.,39,17,1
2244,24+ ft.,40,14,2
2245,24+ ft.,41,8,0
2246,24+ ft.,42,11,0
2247,24+ ft.,43,1,0
2248,8-16 ft.,8,3372,1350
2249,8-16 ft.,9,3156,1280
2250,8-16 ft.,10,3032,1255
2251,8-16 ft.,11,3038,1267
2252,8-16 ft.,12,3147,1315
2253,8-16 ft.,13,2874,1196
2254,8-16 ft.,14,2640,1090
2255,8-16 ft.,15,2807,1163
2256,8-16 ft.,16,5,1
2257,Back Court Shot,40,8,0
2258,Back Court Shot,41,15,2
2259,Back Court Shot,42,10,0
2260,Back Court Shot,43,15,1
2261,Back Court Shot,44,22,3
2262,Back Court Shot,45,18,0
2263,Back Court Shot,46,22,2
2264,Back Court Shot,47,25,0
2265,Back Court Shot,48,28,0
2266,Back Court Shot,49,27,1
2267,Back Court Shot,50,22,0
2268,Back Court Shot,51,13,1
2269,Back Court Shot,52,19,0
2270,Back Court Shot,53,18,0
2271,Back Court Shot,54,15,0
2272,Back Court Shot,55,14,1
2273,Back Court Shot,56,10,0
2274,Back Court Shot,57,10,0
2275,Back Court Shot,58,12,1
2276,Back Court Shot,59,11,0
2277,Back Court Shot,60,10,1
2278,Back Court Shot,61,10,0
2279,Back Court Shot,62,12,0
2280,Back Court Shot,63,6,0
2281,Back Court Shot,64,8,0
2282,Back Court Shot,65,5,0
2283,Back Court Shot,66,5,0
2284,Back Court Shot,67,10,0
2285,Back Court Shot,68,9,0
2286,Back Court Shot,69,5,0
2287,Back Court Shot,70,2,0
2288,Back Court Shot,71,5,0
2289,Back Court Shot,72,5,0
2290,Back Court Shot,73,5,0
2291,Back Court Shot,74,1,0
2292,Back Court Shot,75,3,0
2293,Back Court Shot,76,1,0
2294,Back Court Shot,77,4,0
2295,Back Court Shot,78,2,0
2296,Back Court Shot,80,1,0
2297,Back Court Shot,81,2,0
2298,Back Court Shot,82,1,0
2299,Back Court Shot,83,1,0
2300,Back Court Shot,84,2,0
2301,Back Court Shot,87,1,0
2302,Less Than 8 ft.,0,15810,11841
2303,Less Than 8 ft.,1,22247,15287
2304,Less Than 8 ft.,2,14867,8164
2305,Less Than 8 ft.,3,7579,3149
2306,Less Than 8 ft.,4,5028,1856
2307,Less Than 8 ft.,5,4327,1659
2308,Less Than 8 ft.,6,4054,1595
2309,Less Than 8 ft.,7,3497,1405
2310,Less Than 8 ft.,8,9,3
