index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
2026,16-24 ft.,16,4268,1779
2027,16-24 ft.,17,4321,1761
2028,16-24 ft.,18,4452,1764
2029,16-24 ft.,19,4299,1726
2030,16-24 ft.,20,3713,1480
2031,16-24 ft.,21,2603,1008
2032,16-24 ft.,22,1410,527
2033,16-24 ft.,23,363,133
2034,24+ ft.,22,5833,2283
2035,24+ ft.,23,8360,3304
2036,24+ ft.,24,12445,4579
2037,24+ ft.,25,23144,8497
2038,24+ ft.,26,12589,4454
2039,24+ ft.,27,4808,1670
2040,24+ ft.,28,1885,562
2041,24+ ft.,29,724,250
2042,24+ ft.,30,340,88
2043,24+ ft.,31,171,32
2044,24+ ft.,32,96,22
2045,24+ ft.,33,56,11
2046,24+ ft.,34,48,3
2047,24+ ft.,35,30,4
2048,24+ ft.,36,29,2
2049,24+ ft.,37,22,3
2050,24+ ft.,38,18,1
2051,24+ ft.,39,25,0
2052,24+ ft.,40,17,1
2053,24+ ft.,41,14,1
2054,24+ ft.,42,13,0
2055,24+ ft.,43,5,0
2056,24+ ft.,44,2,0
2057,24+ ft.,45,1,0
2058,8-16 ft.,8,3882,1547
2059,8-16 ft.,9,3735,1495
2060,8-16 ft.,10,3670,1532
2061,8-16 ft.,11,3667,1494
2062,8-16 ft.,12,3735,1571
2063,8-16 ft.,13,3646,1542
2064,8-16 ft.,14,3708,1497
2065,8-16 ft.,15,4062,1693
2066,8-16 ft.,16,9,2
2067,Back Court Shot,40,8,0
2068,Back Court Shot,41,13,0
2069,Back Court Shot,42,21,1
2070,Back Court Shot,43,21,1
2071,Back Court Shot,44,25,0
2072,Back Court Shot,45,26,1
2073,Back Court Shot,46,24,1
2074,Back Court Shot,47,22,1
2075,Back Court Shot,48,26,0
2076,Back Court Shot,49,28,1
2077,Back Court Shot,50,18,0
2078,Back Court Shot,51,24,0
2079,Back Court Shot,52,14,0
2080,Back Court Shot,53,23,0
2081,Back Court Shot,54,12,0
2082,Back Court Shot,55,23,1
2083,Back Court Shot,56,16,0
2084,Back Court Shot,57,19,0
2085,Back Court Shot,58,20,0
2086,Back Court Shot,59,18,0
2087,Back Court Shot,60,15,1
2088,Back Court Shot,61,13,0
2089,Back Court Shot,62,9,0
2090,Back Court Shot,63,13,0
2091,Back Court Shot,64,10,0
2092,Back Court Shot,65,10,0
2093,Back Court Shot,66,5,0
2094,Back Court Shot,67,12,0
2095,Back Court Shot,68,14,0
2096,Back Court Shot,69,7,0
2097,Back Court Shot,70,8,0
2098,Back Court Shot,71,4,0
2099,Back Court Shot,72,3,0
2100,Back Court Shot,73,6,0
2101,Back Court Shot,74,8,0
2102,Back Court Shot,75,6,0
2103,Back Court Shot,76,3,0
2104,Back Court Shot,77,5,0
2105,Back Court Shot,78,5,0
2106,Back Court Shot,79,3,0
2107,Back Court Shot,80,3,0
2108,Back Court Shot,81,5,0
2109,Back Court Shot,82,4,0
2110,Back Court Shot,83,2,0
2111,Back Court Shot,84,1,0
2112,Back Court Shot,85,1,0
2113,Back Court Shot,86,1,0
2114,Back Court Shot,88,1,0
2115,Less Than 8 ft.,0,18042,13461
2116,Less Than 8 ft.,1,25698,17536
2117,Less Than 8 ft.,2,15611,8130
2118,Less Than 8 ft.,3,7524,3061
2119,Less Than 8 ft.,4,4917,1806
2120,Less Than 8 ft.,5,4531,1742
2121,Less Than 8 ft.,6,4332,1713
2122,Less Than 8 ft.,7,4245,1652
2123,Less Than 8 ft.,8,11,8
