index,SHOT_ZONE_RANGE,SHOT_DISTANCE,FGA,FGM
1063,16-24 ft.,16,6648,2734
1064,16-24 ft.,17,7895,3265
1065,16-24 ft.,18,8874,3717
1066,16-24 ft.,19,8759,3592
1067,16-24 ft.,20,7278,2943
1068,16-24 ft.,21,4911,1954
1069,16-24 ft.,22,2310,895
1070,16-24 ft.,23,442,156
1071,24+ ft.,22,3141,1259
1072,24+ ft.,23,7322,2923
1073,24+ ft.,24,13213,4992
1074,24+ ft.,25,12285,4483
1075,24+ ft.,26,5157,1701
1076,24+ ft.,27,1566,483
1077,24+ ft.,28,520,151
1078,24+ ft.,29,152,42
1079,24+ ft.,30,74,12
1080,24+ ft.,31,48,8
1081,24+ ft.,32,32,4
1082,24+ ft.,33,38,9
1083,24+ ft.,34,35,5
1084,24+ ft.,35,36,2
1085,24+ ft.,36,32,3
1086,24+ ft.,37,33,1
1087,24+ ft.,38,30,3
1088,24+ ft.,39,61,4
1089,24+ ft.,40,21,0
1090,24+ ft.,41,30,1
1091,24+ ft.,42,20,1
1092,24+ ft.,43,16,0
1093,24+ ft.,44,10,0
1094,24+ ft.,45,2,0
1095,8-16 ft.,8,3896,1554
1096,8-16 ft.,9,3518,1344
1097,8-16 ft.,10,3231,1207
1098,8-16 ft.,11,3111,1197
1099,8-16 ft.,12,3133,1200
1100,8-16 ft.,13,3375,1337
1101,8-16 ft.,14,4197,1629
1102,8-16 ft.,15,5303,2172
1103,8-16 ft.,16,15,7
1104,Back Court Shot,39,8,0
1105,Back Court Shot,40,31,1
1106,Back Court Shot,41,30,1
1107,Back Court Shot,42,18,0
1108,Back Court Shot,43,21,0
1109,Back Court Shot,44,25,0
1110,Back Court Shot,45,20,1
1111,Back Court Shot,46,22,1
1112,Back Court Shot,47,22,0
1113,Back Court Shot,48,34,1
1114,Back Court Shot,49,30,2
1115,Back Court Shot,50,25,0
1116,Back Court Shot,51,25,0
1117,Back Court Shot,52,17,0
1118,Back Court Shot,53,21,0
1119,Back Court Shot,54,19,2
1120,Back Court Shot,55,16,0
1121,Back Court Shot,56,16,0
1122,Back Court Shot,57,21,0
1123,Back Court Shot,58,21,0
1124,Back Court Shot,59,8,1
1125,Back Court Shot,60,15,0
1126,Back Court Shot,61,14,0
1127,Back Court Shot,62,5,0
1128,Back Court Shot,63,14,1
1129,Back Court Shot,64,7,0
1130,Back Court Shot,65,7,0
1131,Back Court Shot,66,4,1
1132,Back Court Shot,67,10,0
1133,Back Court Shot,68,10,0
1134,Back Court Shot,69,9,0
1135,Back Court Shot,70,12,0
1136,Back Court Shot,71,7,1
1137,Back Court Shot,72,7,0
1138,Back Court Shot,73,3,0
1139,Back Court Shot,74,3,0
1140,Back Court Shot,75,1,0
1141,Back Court Shot,76,3,0
1142,Back Court Shot,77,1,0
1143,Back Court Shot,78,3,0
1144,Back Court Shot,80,1,0
1145,Back Court Shot,81,1,0
1146,Back Court Shot,82,4,0
1147,Back Court Shot,83,2,0
1148,Back Court Shot,86,2,0
1149,Back Court Shot,87,1,0
1150,Back Court Shot,88,1,0
1151,Less Than 8 ft.,0,54117,32864
1152,Less Than 8 ft.,1,4132,2715
1153,Less Than 8 ft.,2,3494,1865
1154,Less Than 8 ft.,3,2390,1012
1155,Less Than 8 ft.,4,3119,1333
1156,Less Than 8 ft.,5,3638,1529
1157,Less Than 8 ft.,6,4038,1661
1158,Less Than 8 ft.,7,4182,1679
1159,Less Than 8 ft.,8,24,8
