GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,94,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,5071,1698,0.335
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,9535,3233,0.339
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,9406,3318,0.353
League Averages,Backcourt,Back Court(BC),Back Court Shot,243,12,0.049
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,4742,1938,0.409
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,18325,6635,0.362
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1889,688,0.364
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1702,601,0.353
League Averages,Left Corner 3,Left Side(L),24+ ft.,2878,1053,0.366
League Averages,Mid-Range,Center(C),16-24 ft.,5306,2083,0.393
League Averages,Mid-Range,Center(C),8-16 ft.,2053,834,0.406
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,7452,3099,0.416
League Averages,Mid-Range,Left Side(L),16-24 ft.,9910,4035,0.407
League Averages,Mid-Range,Left Side(L),8-16 ft.,15121,5550,0.367
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,8145,3311,0.407
League Averages,Mid-Range,Right Side(R),16-24 ft.,8405,3365,0.4
League Averages,Mid-Range,Right Side(R),8-16 ft.,13451,4898,0.364
League Averages,Restricted Area,Center(C),Less Than 8 ft.,63120,38014,0.602
League Averages,Right Corner 3,Right Side(R),24+ ft.,2688,1018,0.379
