GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON,assisted
Shot Chart Detail,29700008,501,0,Opponent,1610612750,Minnesota Timberwolves,4,0,29,Missed Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,18,-81,162,1,0,19971031,MIN,GSW,29700008501,|1545|345|417|685|914,0
Shot Chart Detail,29700008,511,0,Opponent,1610612750,Minnesota Timberwolves,4,0,0,Made Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,20,199,59,1,1,19971031,MIN,GSW,29700008511,|1545|345|417|685|914,0
Shot Chart Detail,29700020,444,0,Opponent,1610612750,Minnesota Timberwolves,4,2,36,Missed Shot,Running Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-68,14,1,0,19971101,MIN,CHH,29700020444,|1545|345|417|674|914,0
Shot Chart Detail,29700020,452,0,Opponent,1610612750,Minnesota Timberwolves,4,1,47,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19971101,MIN,CHH,29700020452,|1545|345|417|674|914,1
Shot Chart Detail,29700020,456,0,Opponent,1610612750,Minnesota Timberwolves,4,0,57,Missed Shot,Hook Shot,,Mid-Range,Right Side(R),8-16 ft.,15,158,-5,1,0,19971101,MIN,CHH,29700020456,|1545|345|417|674|914,0
Shot Chart Detail,29700020,464,0,Opponent,1610612750,Minnesota Timberwolves,4,0,40,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19971101,MIN,CHH,29700020464,|1545|345|417|674|914,0
Shot Chart Detail,29700020,470,0,Opponent,1610612750,Minnesota Timberwolves,4,0,29,Made Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19971101,MIN,CHH,29700020470,|1545|345|417|674|914,0
Shot Chart Detail,29700020,474,0,Opponent,1610612750,Minnesota Timberwolves,4,0,9,Made Shot,Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19971101,MIN,CHH,29700020474,|1545|345|417|674|914,0
Shot Chart Detail,29700041,454,0,Opponent,1610612750,Minnesota Timberwolves,4,0,37,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,19,131,140,1,0,19971104,POR,MIN,29700041454,|1545|32|417|685|713,0
Shot Chart Detail,29700136,457,0,Opponent,1610612750,Minnesota Timberwolves,4,0,19,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-136,214,1,1,19971118,PHX,MIN,29700136457,|1545|345|417|674|914,1
