Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,PLAYERS_ON
0,Shot Chart Detail,49700011,468,0,Opponent,1610612766,Charlotte Hornets,4,0,8,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-209,139,1,0,19980425,CHH,ATL,49700011468,|1133|140|184|779
1,Shot Chart Detail,49700020,387,0,Opponent,1610612766,Charlotte Hornets,4,3,20,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980428,ATL,CHH,49700020387,|1133|140|1576|462|769
2,Shot Chart Detail,49700020,391,0,Opponent,1610612766,Charlotte Hornets,4,2,55,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,21,91,192,1,0,19980428,ATL,CHH,49700020391,|1133|140|1576|462|769
3,Shot Chart Detail,49700020,396,0,Opponent,1610612766,Charlotte Hornets,4,2,25,Missed Shot,Jump Shot,,Mid-Range,Left Side(L),8-16 ft.,10,-102,5,1,0,19980428,ATL,CHH,49700020396,|1133|140|1576|462|769
4,Shot Chart Detail,49700020,398,0,Opponent,1610612766,Charlotte Hornets,4,2,19,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980428,ATL,CHH,49700020398,|1133|140|1576|462|769
5,Shot Chart Detail,49700020,413,0,Opponent,1610612766,Charlotte Hornets,4,1,47,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,25,-141,209,1,1,19980428,ATL,CHH,49700020413,|1133|140|1576|462|769
6,Shot Chart Detail,49700020,417,0,Opponent,1610612766,Charlotte Hornets,4,1,26,Missed Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,26,-109,237,1,0,19980428,ATL,CHH,49700020417,|1133|140|1576|462|769
7,Shot Chart Detail,49700045,109,0,Opponent,1610612766,Charlotte Hornets,1,0,26,Made Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,25,-55,250,1,1,19980506,CHI,CHH,49700045109,|1133|124|140|462|769
8,Shot Chart Detail,49700045,118,0,Opponent,1610612766,Charlotte Hornets,1,0,0,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,36,-68,362,1,0,19980506,CHI,CHH,49700045118,|1133|124|140|462|769
9,Shot Chart Detail,49700045,125,0,Opponent,1610612766,Charlotte Hornets,2,11,40,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,18,121,134,1,0,19980506,CHI,CHH,49700045125,|1133|124|140|193|769
10,Shot Chart Detail,49700045,129,0,Opponent,1610612766,Charlotte Hornets,2,11,0,Made Shot,Jump Shot,,Above the Break 3,Left Side Center(LC),24+ ft.,26,-160,207,1,1,19980506,CHI,CHH,49700045129,|1133|124|140|193|769
11,Shot Chart Detail,49700045,131,0,Opponent,1610612766,Charlotte Hornets,2,10,10,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),8-16 ft.,12,121,38,1,0,19980506,CHI,CHH,49700045131,|1133|124|140|193|769
12,Shot Chart Detail,49700045,135,0,Opponent,1610612766,Charlotte Hornets,2,9,32,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980506,CHI,CHH,49700045135,|1133|124|140|193|769
13,Shot Chart Detail,49700045,138,0,Opponent,1610612766,Charlotte Hornets,2,9,11,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,18,181,-8,1,0,19980506,CHI,CHH,49700045138,|1133|124|140|193|769
14,Shot Chart Detail,49700045,140,0,Opponent,1610612766,Charlotte Hornets,2,9,6,Missed Shot,Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,19980506,CHI,CHH,49700045140,|1133|124|140|193|769
15,Shot Chart Detail,49700049,449,0,Opponent,1610612766,Charlotte Hornets,4,2,28,Made Shot,Dunk Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980508,CHH,CHI,49700049449,|1133|124|193|779
16,Shot Chart Detail,49700049,463,0,Opponent,1610612766,Charlotte Hornets,4,1,6,Made Shot,Jump Shot,,Right Corner 3,Right Side(R),24+ ft.,22,229,-1,1,1,19980508,CHH,CHI,49700049463,|1133|124|1576|761
17,Shot Chart Detail,49700049,465,0,Opponent,1610612766,Charlotte Hornets,4,0,36,Missed Shot,Jump Shot,,Above the Break 3,Center(C),24+ ft.,26,48,263,1,0,19980508,CHH,CHI,49700049465,|1133|124|1576|761
18,Shot Chart Detail,49700049,482,0,Opponent,1610612766,Charlotte Hornets,4,0,7,Made Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,19,74,184,1,1,19980508,CHH,CHI,49700049482,|1133|124|1576|761
19,Shot Chart Detail,49700055,410,0,Opponent,1610612766,Charlotte Hornets,4,2,8,Missed Shot,Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,44,59,1,0,19980510,CHH,CHI,49700055410,|1133|1576|209|462|769
20,Shot Chart Detail,49700055,413,0,Opponent,1610612766,Charlotte Hornets,4,1,31,Missed Shot,Jump Shot,,Above the Break 3,Right Side Center(RC),24+ ft.,26,166,205,1,0,19980510,CHH,CHI,49700055413,|1133|1576|209|462|769
21,Shot Chart Detail,49700055,421,0,Opponent,1610612766,Charlotte Hornets,4,0,32,Missed Shot,Hook Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,12,76,1,0,19980510,CHH,CHI,49700055421,|1133|1576|209|462|769
22,Shot Chart Detail,49700055,424,0,Opponent,1610612766,Charlotte Hornets,4,0,6,Made Shot,Jump Shot,,Mid-Range,Left Side(L),16-24 ft.,16,-158,38,1,1,19980510,CHH,CHI,49700055424,|1133|1576|209|462|769
23,Shot Chart Detail,49700057,73,0,Opponent,1610612766,Charlotte Hornets,1,2,39,Made Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,16,-102,134,1,1,19980513,CHI,CHH,4970005773,|1133|124|184|779
24,Shot Chart Detail,49700057,75,0,Opponent,1610612766,Charlotte Hornets,1,2,2,Made Shot,Jump Shot,,Mid-Range,Left Side Center(LC),16-24 ft.,21,-134,166,1,1,19980513,CHI,CHH,4970005775,|1133|124|184|779
25,Shot Chart Detail,49700057,78,0,Opponent,1610612766,Charlotte Hornets,1,1,25,Missed Shot,Jump Shot,,Mid-Range,Right Side Center(RC),16-24 ft.,19,72,186,1,0,19980513,CHI,CHH,4970005778,|1133|124|184|779
26,Shot Chart Detail,49700057,84,0,Opponent,1610612766,Charlotte Hornets,1,0,52,Made Shot,Jump Shot,,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,61,18,1,1,19980513,CHI,CHH,4970005784,|1133|184|193|769|779
27,Shot Chart Detail,49700057,91,0,Opponent,1610612766,Charlotte Hornets,1,0,0,Made Shot,Driving Layup Shot,,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,19980513,CHI,CHH,4970005791,|1133|193|209|769|779
28,Shot Chart Detail,49700057,99,0,Opponent,1610612766,Charlotte Hornets,2,11,32,Missed Shot,Jump Shot,,Mid-Range,Right Side(R),16-24 ft.,17,177,-1,1,0,19980513,CHI,CHH,4970005799,|1133|193|209|769|779
