GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,7,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,415,141,0.34
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,804,269,0.335
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,864,301,0.348
League Averages,Backcourt,Back Court(BC),Back Court Shot,47,3,0.064
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,434,182,0.419
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1271,465,0.366
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,122,40,0.328
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,132,58,0.439
League Averages,Left Corner 3,Left Side(L),24+ ft.,392,137,0.349
League Averages,Mid-Range,Center(C),16-24 ft.,418,158,0.378
League Averages,Mid-Range,Center(C),8-16 ft.,138,51,0.37
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,612,226,0.369
League Averages,Mid-Range,Left Side(L),16-24 ft.,384,158,0.411
League Averages,Mid-Range,Left Side(L),8-16 ft.,579,232,0.401
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,565,219,0.388
League Averages,Mid-Range,Right Side(R),16-24 ft.,480,204,0.425
League Averages,Mid-Range,Right Side(R),8-16 ft.,555,223,0.402
League Averages,Restricted Area,Center(C),Less Than 8 ft.,3949,2297,0.582
League Averages,Right Corner 3,Right Side(R),24+ ft.,373,138,0.37
