GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM,SHOT_ID,time,extra,PLAYERS_ON,assisted
Shot Chart Detail,21700016,7,201568,Danilo Gallinari,1610612746,LA Clippers,1,11,40,Missed Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,22,1,0,20171019,LAL,LAC,217000167,200,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,11,201933,Blake Griffin,1610612746,LA Clippers,1,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,125,230,1,0,20171019,LAL,LAC,2170001611,510,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,17,201976,Patrick Beverley,1610612746,LA Clippers,1,10,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-110,100,1,0,20171019,LAL,LAC,2170001617,730,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,21,201568,Danilo Gallinari,1610612746,LA Clippers,1,10,28,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,13,1,0,20171019,LAL,LAC,2170001621,920,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,23,201599,DeAndre Jordan,1610612746,LA Clippers,1,10,27,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,0,20171019,LAL,LAC,2170001623,930,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,36,201933,Blake Griffin,1610612746,LA Clippers,1,9,42,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-12,22,1,1,20171019,LAL,LAC,2170001636,1380,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,39,201933,Blake Griffin,1610612746,LA Clippers,1,9,18,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,6,1,1,20171019,LAL,LAC,2170001639,1620,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,44,201976,Patrick Beverley,1610612746,LA Clippers,1,9,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,21,1,0,20171019,LAL,LAC,2170001644,1800,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,50,201568,Danilo Gallinari,1610612746,LA Clippers,1,8,13,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-82,163,1,1,20171019,LAL,LAC,2170001650,2270,0,201568|201599|201933|201976|1628462,0
Shot Chart Detail,21700016,53,1628462,Milos Teodosic,1610612746,LA Clippers,1,7,51,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-115,222,1,1,20171019,LAL,LAC,2170001653,2490,0,201568|201599|201933|201976|1628462,1
