GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,3,0,0.0
League Averages,Above the Break 3,Center(C),24+ ft.,1176,406,0.345
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,1654,589,0.356
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,1573,544,0.346
League Averages,Backcourt,Back Court(BC),Back Court Shot,31,1,0.032
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,939,399,0.425
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1816,816,0.449
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,159,57,0.358
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,186,85,0.457
League Averages,Left Corner 3,Left Side(L),24+ ft.,821,306,0.373
League Averages,Mid-Range,Center(C),16-24 ft.,311,132,0.424
League Averages,Mid-Range,Center(C),8-16 ft.,118,54,0.458
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,309,115,0.372
League Averages,Mid-Range,Left Side(L),16-24 ft.,113,40,0.354
League Averages,Mid-Range,Left Side(L),8-16 ft.,362,147,0.406
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,285,131,0.46
League Averages,Mid-Range,Right Side(R),16-24 ft.,119,39,0.328
League Averages,Mid-Range,Right Side(R),8-16 ft.,374,164,0.439
League Averages,Restricted Area,Center(C),Less Than 8 ft.,3477,2330,0.67
League Averages,Right Corner 3,Right Side(R),24+ ft.,745,284,0.381
