GRID_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,FGA,FGM,FG_PCT
League Averages,Above the Break 3,Back Court(BC),Back Court Shot,125,2,0.016
League Averages,Above the Break 3,Center(C),24+ ft.,6301,2159,0.343
League Averages,Above the Break 3,Left Side Center(LC),24+ ft.,11690,4127,0.353
League Averages,Above the Break 3,Right Side Center(RC),24+ ft.,11408,4110,0.36
League Averages,Backcourt,Back Court(BC),Back Court Shot,376,10,0.027
League Averages,In The Paint (Non-RA),Center(C),8-16 ft.,5347,2287,0.428
League Averages,In The Paint (Non-RA),Center(C),Less Than 8 ft.,16224,6700,0.413
League Averages,In The Paint (Non-RA),Left Side(L),8-16 ft.,1830,742,0.405
League Averages,In The Paint (Non-RA),Right Side(R),8-16 ft.,1812,681,0.376
League Averages,Left Corner 3,Left Side(L),24+ ft.,6296,2420,0.384
League Averages,Mid-Range,Center(C),16-24 ft.,7053,2804,0.398
League Averages,Mid-Range,Center(C),8-16 ft.,1778,753,0.424
League Averages,Mid-Range,Left Side Center(LC),16-24 ft.,9939,3929,0.395
League Averages,Mid-Range,Left Side(L),16-24 ft.,9372,3773,0.403
League Averages,Mid-Range,Left Side(L),8-16 ft.,9478,3607,0.381
League Averages,Mid-Range,Right Side Center(RC),16-24 ft.,10491,4361,0.416
League Averages,Mid-Range,Right Side(R),16-24 ft.,8162,3303,0.405
League Averages,Mid-Range,Right Side(R),8-16 ft.,8486,3309,0.39
League Averages,Restricted Area,Center(C),Less Than 8 ft.,64492,38707,0.6
League Averages,Right Corner 3,Right Side(R),24+ ft.,5412,2076,0.384
